Organism ID	Organism Name	Accession	Name	Parent Database	Parent Accession	Parent Name	Accession Gene
10245	Vaccinia virus (vaccinia virus VV)	SRC280050	Protein O1	UniProt	P21093	Protein O1	OPG074
10245	Vaccinia virus (vaccinia virus VV)	SRC280053	Truncated secreted TNF-receptor-like protein A53R	UniProt	P21071	Truncated secreted TNF-receptor-like protein A53	A53R
10245	Vaccinia virus (vaccinia virus VV)	SRC280057	Serine/threonine-protein kinase 1	UniProt	P20505	B1 kinase	OPG187
10245	Vaccinia virus (vaccinia virus VV)	SRC280061	Early transcription factor 82 kDa subunit	UniProt	P20635	Early transcription factor 82 kDa subunit	OPG133
10245	Vaccinia virus (vaccinia virus VV)	SRC280100	Soluble interferon gamma receptor B8	UniProt	P21004	Soluble interferon gamma receptor B8	OPG193
10245	Vaccinia virus (vaccinia virus VV)	SRC280107	Transcript termination protein A18	UniProt	P20534	Transcript termination protein A18	OPG145
10245	Vaccinia virus (vaccinia virus VV)	SRC280113	Virion membrane protein A17 precursor	UniProt	P68592	Virion membrane protein A17 precursor	OPG144
10245	Vaccinia virus (vaccinia virus VV)	SRC280120	Plaque-size/host range protein	UniProt	P21115	Protein B5	OPG190
10245	Vaccinia virus (vaccinia virus VV)	SRC280127	DNA-directed RNA polymerase 35 kDa subunit	UniProt	P21087	DNA-directed RNA polymerase 35 kDa subunit	OPG156
10245	Vaccinia virus (vaccinia virus VV)	SRC280131	Protein E8	UniProt	P21049	Protein E8	OPG070
10245	Vaccinia virus (vaccinia virus VV)	SRC280135	Protein A46	UniProt	P21066	Protein A46	OPG176
10245	Vaccinia virus (vaccinia virus VV)	SRC280139	DNA-directed RNA polymerase 30 kDa polypeptide	UniProt	P21082	DNA-directed RNA polymerase 30 kDa polypeptide	OPG066
10245	Vaccinia virus (vaccinia virus VV)	SRC280140	Protein A33	UniProt	P68616	Protein A33	OPG161
10245	Vaccinia virus (vaccinia virus VV)	SRC280149	Protein A34	UniProt	P21057	Protein A34	OPG162
10245	Vaccinia virus (vaccinia virus VV)	SRC280151	Ribonucleoside-diphosphate reductase large subunit	UniProt	P20503	Ribonucleoside-diphosphate reductase large subunit	OPG080
10245	Vaccinia virus (vaccinia virus VV)	SRC280153	Kelch repeat protein C2	UniProt	P21037	Kelch repeat protein C2	C2L
10245	Vaccinia virus (vaccinia virus VV)	SRC280159	Semaphorin-like protein A39	UniProt	P21062	Semaphorin-like protein A39	A39R
10245	Vaccinia virus (vaccinia virus VV)	SRC280161	Viral late gene transcription factor 3	UniProt	P68318	Viral late gene transcription factor 3	OPG127
10245	Vaccinia virus (vaccinia virus VV)	SRC280179	Interleukin-1-binding protein	UniProt	P21116	Truncated interleukin-1-binding protein	B16R
10245	Vaccinia virus (vaccinia virus VV)	SRC280180	Protein G3	UniProt	P68459	Protein G3	OPG086
10245	Vaccinia virus (vaccinia virus VV)	SRC280186	25 kDa core protein A12L	UniProt	P20989	25 kDa core protein A12L	OPG138
10245	Vaccinia virus (vaccinia virus VV)	SRC280194	Major core protein 4a precursor	UniProt	P20642	Major core protein 4a precursor	OPG136
10245	Vaccinia virus (vaccinia virus VV)	SRC280205	DNA polymerase processivity factor component A20	UniProt	P20995	DNA polymerase processivity factor component A20	OPG148
10245	Vaccinia virus (vaccinia virus VV)	SRC280208	Uncharacterized protein G6	UniProt	P21027	Uncharacterized protein G6	OPG091
10245	Vaccinia virus (vaccinia virus VV)	SRC280212	Protein A41	UniProt	P21064	Protein A41	OPG170
10245	Vaccinia virus (vaccinia virus VV)	SRC280214	Myristoylated protein G9	UniProt	P21030	Myristoylated protein G9	OPG094
10245	Vaccinia virus (vaccinia virus VV)	SRC280229	Protein A40	UniProt	P21063	Protein A40	A40R
10245	Vaccinia virus (vaccinia virus VV)	SRC280234	Protein A35	UniProt	P21058	Protein A35	OPG163
10245	Vaccinia virus (vaccinia virus VV)	SRC280242	Profilin	UniProt	P68695	Profilin	OPG171
10245	Vaccinia virus (vaccinia virus VV)	SRC280257	Protein B9	UniProt	P21005	Protein B9	OPG197
10245	Vaccinia virus (vaccinia virus VV)	SRC280261	Serine proteinase inhibitor 1	UniProt	P20531	Serine proteinase inhibitor 1	OPG205
10245	Vaccinia virus (vaccinia virus VV)	SRC280269	Late transcription factor 1	UniProt	P68612	Late transcription factor 1	OPG093
10245	Vaccinia virus (vaccinia virus VV)	SRC280270	Protein A30	UniProt	P68595	Protein A30	OPG157
10245	Vaccinia virus (vaccinia virus VV)	SRC280276	Protein K2	UniProt	P20532	Protein K2	OPG040
10245	Vaccinia virus (vaccinia virus VV)	SRC280280	Virion membrane protein A21	UniProt	P20996	Virion membrane protein A21	OPG147
10245	Vaccinia virus (vaccinia virus VV)	SRC40031	Hypothetical 13.6 kDa HINDIII-C protein	UniProt	P21010	Primase D5	OPG117
10245	Vaccinia virus (vaccinia virus VV)	SRC549096	VACAC2_210	UniProt	P21075	Protein B17	B17L
10255	Variola virus (smallpox virus)	SRC282498	kelch-like protein	UniProt	P0DSS9	Ankyrin repeat protein B4	OPG189
10255	Variola virus (smallpox virus)	SRC282499	glycoprotein	UniProt	P0DSS5	Putative nuclease G5	OPG089
11036	Venezuelan equine encephalitis virus (Venezuelan equine encephalitis VEE)	SRC2874	Structural polyprotein	UniProt	P09592	Structural polyprotein	
666	Vibrio cholerae	SRC280028	Cholera enterotoxin subunit B	UniProt	P01556	Cholera enterotoxin subunit B	ctxB
2169971	Visna-maedi virus (Maedi visna virus)	SRC279962	gag protein	UniProt	Q88987	Gag protein	gag
74537	Vladivostok virus	SRC276218	Nucleocapsid protein	UniProt	A0A077D137	Nucleoprotein	
9627	Vulpes vulpes (silver fox)	SRC252165	L-lactate dehydrogenase C chain	UniProt	Q29563	L-lactate dehydrogenase C chain	LDHC
11039	Western equine encephalitis virus	SRC265363	E2 protein	UniProt	P13897	Structural polyprotein	
10432	Woodchuck hepatitis virus 7	SRC280111	Large envelope protein	UniProt	P12909	Large envelope protein	S
11089	Yellow fever virus (Flavivirus febricis)	SRC279989	Genome polyprotein	UniProt	P03314	Genome polyprotein	
630	Yersinia enterocolitica	SRC280371	60 kDa chaperonin	UniProt	A1JIP3	60 kDa chaperonin	groEL
630	Yersinia enterocolitica	SRC447503	GNAT family N-acetyltransferase	UniProt	A1JNW0	Acetyltransferase (GNAT) family protein	YE3194
632	Yersinia pestis	SRC280206	Hypothetical	UniProt	P0C7U7	Virulence-associated V antigen	lcrV
64320	Zika virus	SRC432859	non-structural protein 1 (NS1)	UniProt	Q32ZE1	Genome polyprotein	
9606	Homo sapiens (human)	SRC14810	HLA class II histocompatibility antigen, DRB1 beta chain	ARC	mhc	Major Histocompatibility Complex chain	
9606	Homo sapiens (human)	SRC241645	Ig heavy chain CDR3 region	ARC	ab	Immunoglobulin chain	
9606	Homo sapiens (human)	SRC241949	MHC HLA-DR gamma chain	ARC	mhc	Major Histocompatibility Complex chain	
9606	Homo sapiens (human)	SRC241951	MHC class I antigen	ARC	mhc	Major Histocompatibility Complex chain	
9606	Homo sapiens (human)	SRC241953	MHC class II antigen	ARC	mhc	Major Histocompatibility Complex chain	
9606	Homo sapiens (human)	SRC243797	Immunoglobulin heavy chain	ARC	ab	Immunoglobulin chain	
9606	Homo sapiens (human)	SRC245847	T-cell receptor alpha chain	ARC	tcr	T cell receptor chain	
9606	Homo sapiens (human)	SRC245848	T-cell receptor beta chain; TCR	ARC	tcr	T cell receptor chain	
9606	Homo sapiens (human)	SRC248980	Immunoglobulin chain	ARC	ab	Immunoglobulin chain	
9606	Homo sapiens (human)	SRC280779	immunoglobulin lambda chain variable region	ARC	ab	Immunoglobulin chain	
9606	Homo sapiens (human)	SRC370989	alternatively spliced Insulin	ARC	ab	Immunoglobulin chain	
9606	Homo sapiens (human)	SRC40050	V_segment translation product	ARC	tcr	T cell receptor chain	
9606	Homo sapiens (human)	SRC505873	HLA class I A2	ARC	mhc	Major Histocompatibility Complex chain	
9606	Homo sapiens (human)	SRC533442	Immunoglobulin light chain	ARC	ab	Immunoglobulin chain	
10090	Mus musculus (mouse)	SRC245247	T cell receptor beta chain	ARC	tcr	T cell receptor chain	
10090	Mus musculus (mouse)	SRC245363	immunoglobulin light chain variable region	ARC	ab	Immunoglobulin chain	
10090	Mus musculus (mouse)	SRC246114	T cell receptor alpha chain	ARC	tcr	T cell receptor chain	
10090	Mus musculus (mouse)	SRC247577	Ig G anti-DNA autoantibody	ARC	ab	Immunoglobulin chain	
10090	Mus musculus (mouse)	SRC248981	Immunoglobulin chain	ARC	ab	Immunoglobulin chain	
10090	Mus musculus (mouse)	SRC253557	MHC class II antigen A beta	ARC	mhc	Major Histocompatibility Complex chain	
10090	Mus musculus (mouse)	SRC254230	minor histocompatibility antigen H7	ARC	mhc	Major Histocompatibility Complex chain	
10090	Mus musculus (mouse)	SRC245240	Immunoglobulin domain variable region (v)	ARC	ab	Immunoglobulin chain	
10090	Mus musculus (mouse)	SRC298338	class I major histocompatibility antigen H-2Kb	ARC	mhc	Major Histocompatibility Complex chain	
10090	Mus musculus (mouse)	SRC313754	immunoglobulin heavy chain variable region	ARC	ab	Immunoglobulin chain	
9402	Pteropus alecto (black flying fox)	SRC516267	Ptal-N*01:01	ARC	mhc	Major Histocompatibility Complex chain	
10116	Rattus norvegicus (brown rat)	SRC246335	T-cell receptor beta chain	ARC	tcr	T cell receptor chain	
10116	Rattus norvegicus (brown rat)	SRC261449	TCR alpha-chain	ARC	tcr	T cell receptor chain	
3702	Arabidopsis thaliana (mouse-ear cress)	SRC292628	Tetratricopeptide repeat thioredoxin-like 2	UniProt	F4IXE4	TPR repeat-containing thioredoxin TTL2	TTL2
6973	Blattella germanica (German cockroach)	SRC323161	enolase	UniProt	A0A2P8XEV7	2-phospho-D-glycerate hydro-lyase	
6973	Blattella germanica (German cockroach)	SRC323162	GroEL-like chaperonin	UniProt	A0A2P8YHT8	60 kDa heat shock protein	
6973	Blattella germanica (German cockroach)	SRC323163	NCRA1	UniProt	A0A2P8XY84	Vitellogenin domain-containing protein	
329091	Cupressus torulosa	SRC245028	allergen			Cup s 1 pollen allergen	
7955	Danio rerio (leopard danio)	SRC279657	non-POU domain containing, octamer-binding	UniProt	Q802Z5	Non-POU domain-containing, octamer-binding	wu:fb40d10
15957	Phleum pratense (timothy grass)	SRC251510	Phl p 3 allergen	IUIS	Q69B42	Phl p 3 allergen	
6182	Schistosoma japonicum	SRC536328	SJCHGC06871 protein	UniProt	A0A4Z2D6V9	Annexin A10	EWB00_003895
3645	Bertholletia excelsa (Brazil nut)	SRC268312	2S sulfur-rich seed storage protein 1	IUIS	P04403	Ber e 1	
6182	Schistosoma japonicum	SRC536333	micro exon gene 15	UniProt	A0A4Z2D0E9	Uncharacterized Protein	EWB00_005888
6182	Schistosoma japonicum	SRC536347	micro exon gene 8.3 C	UniProt	A0A4Z2CTZ7	Uncharacterized Protein	EWB00_007523
6182	Schistosoma japonicum	SRC536355	25 kDa integral membrane protein isoform 2	UniProt	A0A4Z2CQU9	25 kDa integral membrane protein isoform 2	EWB00_008283
6182	Schistosoma japonicum	SRC536356	SJCHGC01839 protein	UniProt	A0A4Z2DJK0	GLIPR1-like protein isoform 2	EWB00_000341
5693	Trypanosoma cruzi	SRC7944	B13 antigen	UniProt	Q4DGM0	Surface antigen 2 (CA-2), putative	Tc00.1047053511671.60
10245	Vaccinia virus (vaccinia virus VV)	SRC293727	DNA helicase	UniProt	P20534	Transcript termination protein A18	OPG145
1281454	Rodent hepacivirus	SRC537113	Envelope glycoprotein E1	UniProt	A0A247ZNN0	Envelope glycoprotein E1	
9606	Homo sapiens (human)	SRC248015	myosin 7	UniProt	P12883	Myosin-7	MYH7
6956	Dermatophagoides pteronyssinus (European house dust mite)	SRC343994	serine protease	IUIS	Q7Z163	Der p 9	
6956	Dermatophagoides pteronyssinus (European house dust mite)	SRC343995	LytFM	IUIS	Q8MWR6	Der p 38	
10090	Mus musculus (mouse)	SRC378890	band 3 anion transport protein	UniProt	P04919	Band 3 anion transport protein	Slc4a1
9606	Homo sapiens (human)	SRC454731	tissue transglutaminase	UniProt	P21980	Protein-glutamine gamma-glutamyltransferase 2	TGM2
9606	Homo sapiens (human)	SRC594506	Prostate-specific antigen	UniProt	P07288	Prostate-specific antigen	KLK3
9606	Homo sapiens (human)	SRC602011	prostate stem cell antigen	UniProt	O43653	Prostate stem cell antigen	PSCA
9606	Homo sapiens (human)	SRC594498	Prostatic acid phosphatase	UniProt	P15309	Prostatic acid phosphatase	ACP3
9606	Homo sapiens (human)	SRC566370	Transmembrane, prostate androgen induced RNA	UniProt	Q969W9	Protein TMEPAI	PMEPA1
3988	Ricinus communis (castor bean)	SRC280387	ricin A chain	UniProt	B9T8T0	Ribosome-inactivating protein	RCOM_2159910
10090	Mus musculus (mouse)	SRC254279	histocompatibility 47	UniProt	Q9BCZ4	Selenoprotein S	Selenos
9606	Homo sapiens (human)	SRC567668	Myosin 11	UniProt	P35749	Myosin-11	MYH11
9606	Homo sapiens (human)	SRC547807	Calreticulin	UniProt	P27797	Calreticulin	CALR
9606	Homo sapiens (human)	SRC594508	Glutamate carboxypeptidase 2	UniProt	Q04609	Glutamate carboxypeptidase 2	FOLH1
9606	Homo sapiens (human)	SRC602010	HCG2044781	UniProt	I3L0A0	HCG2044781	PEDS1-UBE2V1
9606	Homo sapiens (human)	SRC594720	Transient receptor potential cation channel subfamily M member 8	UniProt	Q7Z2W7	Transient receptor potential cation channel subfamily M member 8	TRPM8
9606	Homo sapiens (human)	SRC594507	Kallikrein-2	UniProt	P20151	Kallikrein-2	KLK2
9606	Homo sapiens (human)	SRC594499	Lysosomal acid phosphatase	UniProt	P11117	Lysosomal acid phosphatase	ACP2
9606	Homo sapiens (human)	SRC594736	Serine/threonine-protein kinase 36	UniProt	Q9NRP7	Serine/threonine-protein kinase 36	STK36
9606	Homo sapiens (human)	SRC602008	Serine/threonine-protein kinase WNK2C	UniProt	Q9Y3S1	Serine/threonine-protein kinase WNK2	WNK2
85708	Porcine circovirus 2 (Porcine circovirus Type II)	SRC280020	Capsid protein	UniProt	Q5QHY2	27.9 kDa capsid protein	cap
11320	Influenza A virus	ACN72646.1	hemagglutinin	UniProt	P03452	Hemagglutinin	HA
11320	Influenza A virus	AEB66665.1	hemagglutinin	UniProt	P03452	Hemagglutinin	HA
11320	Influenza A virus	ALA50331.1	hemagglutinin	UniProt	P03452	Hemagglutinin	HA
11320	Influenza A virus	AAA43314.1	matrix protein	UniProt	P03485	Matrix protein 1	M
11320	Influenza A virus	ADI49812.1	matrix protein 1	UniProt	P03485	Matrix protein 1	M
11320	Influenza A virus	ADU85848.1	matrix protein 1	UniProt	P03485	Matrix protein 1	M
11320	Influenza A virus	AEN68979.1	matrix protein 1	UniProt	P03485	Matrix protein 1	M
11320	Influenza A virus	Q8QLX6	Matrix protein 1	UniProt	P03485	Matrix protein 1	M
9606	Homo sapiens (human)	SRC566470	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1 	UniProt	Q4KWH8	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1	PLCH1
9606	Homo sapiens (human)	SRC566502	28S ribosomal protein S31, mitochondrial 	UniProt	Q92665	28S ribosomal protein S31, mitochondrial	MRPS31
9606	Homo sapiens (human)	SRC566511	7SK snRNA methylphosphate capping enzyme 	UniProt	Q7L2J0	7SK snRNA methylphosphate capping enzyme	MEPCE
9606	Homo sapiens (human)	SRC566368	A disintegrin and metalloproteinase with thrombospondin motifs 6	UniProt	Q9UKP5	A disintegrin and metalloproteinase with thrombospondin motifs 6	ADAMTS6
9606	Homo sapiens (human)	SRC566493	A disintegrin and metalloproteinase with thrombospondin motifs 7	UniProt	Q9UKP4	A disintegrin and metalloproteinase with thrombospondin motifs 7	ADAMTS7
9606	Homo sapiens (human)	SRC566298	Activin receptor type-1B	UniProt	P36896	Activin receptor type-1B	ACVR1B
9606	Homo sapiens (human)	SRC566426	Acyl-coenzyme A synthetase ACSM1, mitochondrial	UniProt	Q08AH1	Acyl-coenzyme A synthetase ACSM1, mitochondrial	ACSM1
9606	Homo sapiens (human)	SRC620035	Acyl-coenzyme A synthetase ACSM2A	UniProt	Q08AH3	Acyl-coenzyme A synthetase ACSM2A, mitochondrial	ACSM2A
9606	Homo sapiens (human)	SRC565607	Adenomatosis Polyposis Coli	UniProt	P25054	Adenomatous polyposis coli protein	APC
9606	Homo sapiens (human)	SRC566471	Adenosine 3'-phospho 5'-phosphosulfate transporter 2	UniProt	Q9H1N7	Adenosine 3'-phospho 5'-phosphosulfate transporter 2	SLC35B3
9606	Homo sapiens (human)	SRC565609	Adiponectin receptor 2	UniProt	Q86V24	Adiponectin receptor protein 2	ADIPOR2
9606	Homo sapiens (human)	SRC566290	Androgen receptor	UniProt	P10275	Androgen receptor	AR
9606	Homo sapiens (human)	SRC566362	Angiopoietin-related protein 4	UniProt	Q9BY76	Angiopoietin-related protein 4 	ANGPTL4
9606	Homo sapiens (human)	SRC565608	Ankyrin repeat domain containing protein 37	UniProt	Q7Z713	Ankyrin repeat domain-containing protein 37	ANKRD37
9606	Homo sapiens (human)	SRC566374	Anoctamin-6	UniProt	Q4KMQ2	Anoctamin-6	ANO6
9606	Homo sapiens (human)	SRC566376	APC membrane recruitment protein 1	UniProt	Q5JTC6	APC membrane recruitment protein 1	AMER1
9606	Homo sapiens (human)	SRC594735	Aryl hydrocarbon receptor nuclear translocator 2	UniProt	Q9HBZ2	Aryl hydrocarbon receptor nuclear translocator 2	ARNT2
9606	Homo sapiens (human)	SRC566441	ATPase family AAA domain-containing protein 3B	UniProt	Q5T9A4	ATPase family AAA domain-containing protein 3B	ATAD3B
9606	Homo sapiens (human)	SRC566336	B-cell CLL/lymphoma 9-like protein	UniProt	Q86UU0	B-cell CLL/lymphoma 9-like protein	BCL9L
9606	Homo sapiens (human)	SRC566367	B-cell receptor CD22	UniProt	P20273	B-cell receptor CD22	CD22
9606	Homo sapiens (human)	SRC566296	Bcl-2-associated transcription factor 1	UniProt	Q9NYF8	Bcl-2-associated transcription factor 1	BCLAF1
9606	Homo sapiens (human)	SRC566477	Breakpoint cluster region protein	UniProt	P11274	Breakpoint cluster region protein	BCR
9606	Homo sapiens (human)	SRC566444	breast cancer metastasis suppressor 1, isoform CRA_a	UniProt	Q9HCU9	Breast cancer metastasis-suppressor 1	BRMS1
9606	Homo sapiens (human)	SRC566488	Calpain-15	UniProt	O75808	Calpain-15	CAPN15
9606	Homo sapiens (human)	SRC566435	Calreticulin-3	UniProt	Q96L12	Calreticulin-3 	CALR3
9606	Homo sapiens (human)	SRC566448	Cathepsin O	UniProt	P43234	Cathepsin O	CTSO
9606	Homo sapiens (human)	SRC566396	Cationic amino acid transporter 2	UniProt	P52569	Cationic amino acid transporter 2	SLC7A2
9606	Homo sapiens (human)	SRC541537	CEA cell adhesion molecule 18	UniProt	A8MTB9	Carcinoembryonic antigen-related cell adhesion molecule 18	CEACAM18
9606	Homo sapiens (human)	SRC566327	Centrosomal protein 43	UniProt	O95684	Centrosomal protein 43	CEP43
9606	Homo sapiens (human)	SRC566484	Centrosomal protein of 76 kDa	UniProt	Q8TAP6	Centrosomal protein of 76 kDa	CEP76
9606	Homo sapiens (human)	SRC566500	Centrosome and spindle pole-associated protein 1	UniProt	Q1MSJ5	Centrosome and spindle pole-associated protein 1 	CSPP1
9606	Homo sapiens (human)	SRC566407	Chromodomain-helicase-DNA-binding protein 7	UniProt	Q9P2D1	Chromodomain-helicase-DNA-binding protein 7	CHD7
9606	Homo sapiens (human)	SRC566504	Chromodomain-helicase-DNA-binding protein 9	UniProt	Q3L8U1	Chromodomain-helicase-DNA-binding protein 9	CHD9
9606	Homo sapiens (human)	SRC566417	Citron Rho-interacting kinase	UniProt	O14578	Citron Rho-interacting kinase	CIT
9606	Homo sapiens (human)	SRC566526	Cleavage stimulation factor subunit 1	UniProt	Q05048	Cleavage stimulation factor subunit 1	CSTF1
9606	Homo sapiens (human)	SRC566357	Coiled-coil domain-containing protein 186	UniProt	Q7Z3E2	Coiled-coil domain-containing protein 186	CCDC186
9606	Homo sapiens (human)	SRC566304	Connector enhancer of kinase suppressor of ras 2	UniProt	Q8WXI2	Connector enhancer of kinase suppressor of ras 2	CNKSR2
9606	Homo sapiens (human)	SRC566476	Contactin-1	UniProt	Q12860	Contactin-1	CNTN1
9606	Homo sapiens (human)	SRC566468	Contactin-associated protein-like 3	UniProt	Q9BZ76	Contactin-associated protein-like 3	CNTNAP3
9606	Homo sapiens (human)	SRC594733	Contactin-associated protein-like 3B	UniProt	Q96NU0	Contactin-associated protein-like 3B	CNTNAP3B
9606	Homo sapiens (human)	SRC566438	Cotranscriptional regulator FAM172A	UniProt	Q8WUF8	Cotranscriptional regulator FAM172A	FAM172A
9606	Homo sapiens (human)	SRC566452	CREB-binding protein	UniProt	Q92793	CREB-binding protein	CREBBP
9606	Homo sapiens (human)	SRC566291	CUGBP Elav-like family member 1	UniProt	Q92879	CUGBP Elav-like family member 1	CELF1
9606	Homo sapiens (human)	SRC566483	Cyclin-C	UniProt	P24863	Cyclin-C	CCNC
9606	Homo sapiens (human)	SRC566474	Cyclin-dependent kinase inhibitor 2A	UniProt	P42771	Cyclin-dependent kinase inhibitor 2A	CDKN2A
9606	Homo sapiens (human)	SRC566369	Cytochrome b5 reductase 4	UniProt	Q7L1T6	Cytochrome b5 reductase 4	CYB5R4
9606	Homo sapiens (human)	SRC566410	Dedicator of cytokinesis protein 1	UniProt	Q14185	Dedicator of cytokinesis protein 1	DOCK1
9606	Homo sapiens (human)	SRC566378	DNA repair protein REV1	UniProt	Q9UBZ9	DNA repair protein REV1	REV1
9606	Homo sapiens (human)	SRC566326	DNA topoisomerase 2-beta	UniProt	Q02880	DNA topoisomerase 2-beta	TOP2B
9606	Homo sapiens (human)	SRC566475	DnaJ homolog subfamily B member 12	UniProt	Q9NXW2	DnaJ homolog subfamily B member 12	DNAJB12
9606	Homo sapiens (human)	SRC566479	DnaJ homolog subfamily C member 15, MCJ	UniProt	Q9Y5T4	DnaJ homolog subfamily C member 15	DNAJC15
9606	Homo sapiens (human)	SRC566465	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	UniProt	Q8TCJ2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	STT3B
9606	Homo sapiens (human)	SRC566525	Dynein axonemal assembly factor 9	UniProt	Q5TEA3	Dynein axonemal assembly factor 9	DNAAF9
9606	Homo sapiens (human)	SRC566433	E3 ubiquitin-protein ligase HECTD3	UniProt	Q5T447	E3 ubiquitin-protein ligase HECTD3	HECTD3
9606	Homo sapiens (human)	SRC566373	E3 ubiquitin-protein ligase MIB2	UniProt	Q96AX9	E3 ubiquitin-protein ligase MIB2	MIB2
9606	Homo sapiens (human)	SRC566451	E3 ubiquitin-protein ligase NEURL1	UniProt	O76050	E3 ubiquitin-protein ligase NEURL1	NEURL1
9606	Homo sapiens (human)	SRC566403	E3 ubiquitin-protein ligase RNF43	UniProt	Q68DV7	E3 ubiquitin-protein ligase RNF43	RNF43
9606	Homo sapiens (human)	SRC594741	E3 ubiquitin-protein ligase UBR2	UniProt	Q8IWV8	E3 ubiquitin-protein ligase UBR2	UBR2
9606	Homo sapiens (human)	SRC566349	E3 ubiquitin-protein ligase ZNRF3	UniProt	Q9ULT6	E3 ubiquitin-protein ligase ZNRF3	ZNRF3
9606	Homo sapiens (human)	SRC566481	EF-hand calcium-binding domain-containing protein 6	UniProt	Q5THR3	EF-hand calcium-binding domain-containing protein 6	EFCAB6
9606	Homo sapiens (human)	SRC566328	Elongation factor Ts, mitochondrial	UniProt	P43897	Elongation factor Ts, mitochondrial	TSFM
9606	Homo sapiens (human)	SRC566440	Epithelial discoidin domain-containing receptor 1	UniProt	Q08345	Epithelial discoidin domain-containing receptor 1	DDR1
9606	Homo sapiens (human)	SRC566528	Ethylmalonyl-CoA decarboxylase	UniProt	Q9NTX5	Ethylmalonyl-CoA decarboxylase	ECHDC1
9606	Homo sapiens (human)	SRC566501	ETS-related transcription factor Elf-3	UniProt	P78545	ETS-related transcription factor Elf-3	ELF3
9606	Homo sapiens (human)	SRC566437	Eukaryotic translation initiation factor 4 gamma 1	UniProt	Q04637	Eukaryotic translation initiation factor 4 gamma 1	EIF4G1
9606	Homo sapiens (human)	SRC566372	Exocyst complex component 6B	UniProt	Q9Y2D4	Exocyst complex component 6B	EXOC6B
9606	Homo sapiens (human)	SRC566449	Exportin-7	UniProt	Q9UIA9	Exportin-7	XPO7
9606	Homo sapiens (human)	SRC566355	Fanconi anemia group M protein	UniProt	Q8IYD8	Fanconi anemia group M protein	FANCM
9606	Homo sapiens (human)	SRC566520	F-box only protein 30	UniProt	Q8TB52	F-box only protein 30	FBXO30
9606	Homo sapiens (human)	SRC566436	Fibrous sheath-interacting protein 2	UniProt	Q5CZC0	Fibrous sheath-interacting protein 2	FSIP2
9606	Homo sapiens (human)	SRC566305	Folliculin	UniProt	Q8NFG4	Folliculin	FLCN
9606	Homo sapiens (human)	SRC566315	FRAS1-related extracellular matrix protein 2	UniProt	Q5SZK8	FRAS1-related extracellular matrix protein 2	FREM2
9606	Homo sapiens (human)	SRC566510	FRAS1-related extracellular matrix protein 3	UniProt	P0C091	FRAS1-related extracellular matrix protein 3	FREM3
9606	Homo sapiens (human)	SRC566463	FYVE, RhoGEF and PH domain-containing protein 1	UniProt	P98174	FYVE, RhoGEF and PH domain-containing protein 1 	FGD1
9606	Homo sapiens (human)	SRC590682	gametogenetin-binding protein 2	UniProt	Q9H3C7	Gametogenetin-binding protein 2	GGNBP2
9606	Homo sapiens (human)	SRC566299	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 	UniProt	Q06210	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	GFPT1
9606	Homo sapiens (human)	SRC566455	G-protein coupled receptor 15	UniProt	P49685	G-protein coupled receptor 15	GPR15
9606	Homo sapiens (human)	SRC566350	GRB10-interacting GYF protein 1	UniProt	O75420	GRB10-interacting GYF protein 1	GIGYF1
9606	Homo sapiens (human)	SRC566414	Guanylate-binding protein 3	UniProt	Q9H0R5	Guanylate-binding protein 3	GBP3
9606	Homo sapiens (human)	SRC566503	HEAT repeat-containing protein 5A	UniProt	Q86XA9	HEAT repeat-containing protein 5A 	HEATR5A
9606	Homo sapiens (human)	SRC566292	Helicase SRCAP	UniProt	Q6ZRS2	Helicase SRCAP	SRCAP
9606	Homo sapiens (human)	SRC566366	hepatocyte nuclear factor 1-beta	UniProt	P35680	Hepatocyte nuclear factor 1-beta	HNF1B
9606	Homo sapiens (human)	SRC566466	Histone deacetylase 3	UniProt	O15379	Histone deacetylase 3	HDAC3
9606	Homo sapiens (human)	SRC566430	Hyaluronidase PH-20	UniProt	P38567	Hyaluronidase PH-20	SPAM1
9606	Homo sapiens (human)	SRC566322	Inactive histone-lysine N-methyltransferase 2E	UniProt	Q8IZD2	Inactive histone-lysine N-methyltransferase 2E	KMT2E
9606	Homo sapiens (human)	SRC566492	Inactive tyrosine-protein kinase PRAG1	UniProt	Q86YV5	Inactive tyrosine-protein kinase PRAG1	PRAG1
9606	Homo sapiens (human)	SRC566339	Interactor of HORMAD1 protein 1	UniProt	Q8IYA8	Interactor of HORMAD1 protein 1	IHO1
9606	Homo sapiens (human)	SRC566415	Janus kinase and microtubule-interacting protein 3	UniProt	Q5VZ66	Janus kinase and microtubule-interacting protein 3	JAKMIP3
9606	Homo sapiens (human)	SRC566497	Kelch-like protein 34	UniProt	Q8N239	Kelch-like protein 34	KLHL34
9606	Homo sapiens (human)	SRC566288	Kelch-like protein 6	UniProt	Q8WZ60	Kelch-like protein 6	KLHL6
