Species Key	Species ID	Species Label	Active Taxa	Group	Proteome ID	Proteome Taxon	Proteome Type	Species Name	Proteome Label	Updated
28137-Prevotella-veroralis	28137	Prevotella veroralis	28137	bacterium	UP000003327	649761	Representative	Prevotella veroralis	Prevotella veroralis F0319	2024-07-15
28151-Serratia-proteamaculans	28151	Serratia proteamaculans	28151	bacterium	UP000192912	28151	Other	Serratia proteamaculans	Serratia proteamaculans	2024-07-15
28172-Vibrio-metschnikovii	28172	Vibrio metschnikovii	28172	bacterium	UP001221444	28172	Other	Vibrio metschnikovii	Vibrio metschnikovii	2024-07-15
28197-Aliarcobacter-butzleri	28197	Aliarcobacter butzleri	367737	bacterium	UP000001136	367737	Representative	Aliarcobacter butzleri	Aliarcobacter butzleri (strain RM4018)	2024-07-15
28227-Malacoplasma-penetrans	28227	Malacoplasma penetrans	28227	bacterium	UP000002522	272633	Representative	Malacoplasma penetrans	Malacoplasma penetrans (strain HF-2)	2024-07-15
28295-Porcine-epidemic-diarrhea-virus-porcine-epidemic-diarrhoea-virus	28295	Porcine epidemic diarrhea virus (porcine epidemic diarrhoea virus)	28295, 229032, 10002000, 10002313, 10002691, 10002802, 10002901, 10002979, 10002980, 10002981	virus	UP000110085	28295	Representative	Porcine epidemic diarrhea virus (porcine epidemic diarrhoea virus)	Porcine epidemic diarrhea virus	2024-07-15
28300-Heron-hepatitis-B-virus-heron-hepatitis-virus	28300	Heron hepatitis B virus (heron hepatitis virus)	28300	virus	UP000008679	28300	Other	Heron hepatitis B virus (heron hepatitis virus)	Heron hepatitis B virus	2024-07-15
28327-Murine-rotavirus	28327	Murine rotavirus	28327, 70865	virus	UP000137931	28327	Other	Murine rotavirus	Murine rotavirus	2024-07-15
28344-Porcine-reproductive-and-respiratory-syndrome-virus	28344	Porcine reproductive and respiratory syndrome virus	28344, 300559, 300563, 10000528, 10000529, 10000859, 10000864, 10000888, 10000890, 10000969, 10001586, 10001587, 10001771, 10001800, 10002089, 10002444, 10002862, 10003135, 10003147	virus	UP000163702	28344	Representative	Porcine reproductive and respiratory syndrome virus	Porcine reproductive and respiratory syndrome virus	2024-07-15
28375-Soil-borne-wheat-mosaic-virus	28375	Soil-borne wheat mosaic virus	28375	virus	UP000009270	652673	Representative	Soil-borne wheat mosaic virus	Soil-borne wheat mosaic virus (strain United States/Nebraska/1981)	2024-07-15
28381-Sardinops-sagax-South-American-pilchard	28381	Sardinops sagax (South American pilchard)	28381	vertebrate						2024-07-15
28446-Anaerotignum-propionicum	28446	Anaerotignum propionicum	28446	bacterium	UP000184204	991789	Other	Anaerotignum propionicum	Anaerotignum propionicum DSM 1682	2024-07-15
28448-Komagataeibacter-xylinus	28448	Komagataeibacter xylinus	28448	bacterium	UP000032683	1234668	Other	Komagataeibacter xylinus	Komagataeibacter xylinus NBRC 13693	2024-07-15
28450-Burkholderia-pseudomallei	28450	Burkholderia pseudomallei	28450, 272560, 320372, 320373, 320374, 331978, 357348, 360118, 425067, 441158, 441159, 441160, 1229785	bacterium	UP000000605	272560	Representative	Burkholderia pseudomallei	Burkholderia pseudomallei (strain K96243)	2024-07-15
28479-Phalaris-aquatica-canary-grass	28479	Phalaris aquatica (canary grass)	28479	plant		28479	Orphans	Phalaris aquatica (canary grass)	Phalaris aquatica	2024-07-15
28869-Ovine-respiratory-syncytial-virus-ovine-respiratory-syncytial-virus-ORSV	28869	Ovine respiratory syncytial virus (ovine respiratory syncytial virus ORSV)	28869	virus		28869	Orphans	Ovine respiratory syncytial virus (ovine respiratory syncytial virus ORSV)	Ovine respiratory syncytial virus (strain WSU 83-1578)	2024-07-15
28871-Taterapox-virus-Tatera-gerbilpox-virus	28871	Taterapox virus (Tatera gerbilpox virus)	28871	virus	UP000139570	28871	Other	Taterapox virus (Tatera gerbilpox virus)	Taterapox virus	2024-07-15
28873-Camelpox-virus	28873	Camelpox virus	28873, 203172, 203173, 203174	virus	UP000157591	28873	Representative	Camelpox virus	Camelpox virus	2024-07-15
28875-Rotavirus-A-Group-A-rotaviruses	28875	Rotavirus A (Group A rotaviruses)	10915, 10917, 10919, 10923, 10927, 10933, 10934, 10941, 10950, 10952, 10957, 10958, 10960, 10962, 28875, 31569, 35336, 36439, 37137, 72132, 73036, 94432, 195700, 374507, 408599, 444185, 444186, 578831, 697298, 1835656, 10001215, 10001216, 10002082	virus	UP000006581	10962	Representative	Rotavirus A (Group A rotaviruses)	Rotavirus A (strain RVA/Human/United States/Wa/1974/G1P1A[8])	2024-07-15
28901-Salmonella-enterica	28901	Salmonella enterica	596, 605, 611, 28142, 28901, 41514, 48409, 54388, 59201, 59202, 59203, 59205, 90370, 90371, 98360, 99287, 119912, 149539, 209261, 216597, 220341, 272989, 286783, 295319, 321314, 423368, 439843, 439847, 440534, 497976, 497977, 554290, 1016998, 10000740, 10000743, 10002287	bacterium	UP000001014	99287	Representative	Salmonella enterica	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	2024-07-15
28903-Mycoplasmopsis-bovis	28903	Mycoplasmopsis bovis	28903	bacterium	UP000000498	956483	Other	Mycoplasmopsis bovis	Mycoplasmopsis bovis (strain ATCC 25523 / DSM 22781 / NCTC 10131 / PG45)	2024-07-15
28909-Cynodon-dactylon-Bermuda-grass	28909	Cynodon dactylon (Bermuda grass)	28909	plant		28909	Orphans	Cynodon dactylon (Bermuda grass)	Cynodon dactylon	2024-07-15
28930-Fagus-sylvatica-European-beech	28930	Fagus sylvatica (European beech)	28930	plant		28930	Orphans	Fagus sylvatica (European beech)	Fagus sylvatica	2024-07-15
29073-Ursus-maritimus-white-bear	29073	Ursus maritimus (white bear)	29073	vertebrate	UP000261680	29073	Representative	Ursus maritimus (white bear)	Ursus maritimus	2024-07-15
29159-Magallana-gigas-Pacific-oyster	29159	Magallana gigas (Pacific oyster)	29159	other-eukaryote	UP000005408	29159	Representative	Magallana gigas (Pacific oyster)	Crassostrea gigas	2024-07-15
29170-Ancylostoma-caninum-dog-hookworm	29170	Ancylostoma caninum (dog hookworm)	29170	other-eukaryote	UP000252519	29170	Representative	Ancylostoma caninum (dog hookworm)	Ancylostoma caninum	2024-07-15
29176-Neospora-caninum	29176	Neospora caninum	29176, 572307	other-eukaryote	UP000007494	572307	Representative	Neospora caninum	Neospora caninum (strain Liverpool)	2024-07-15
29271-Dasheen-mosaic-virus-Dasheen-mosaic-potyvirus	29271	Dasheen mosaic virus (Dasheen mosaic potyvirus)	29271	virus	UP000203176	29271	Other	Dasheen mosaic virus (Dasheen mosaic potyvirus)	Dasheen mosaic virus	2024-07-15
29292-Pyrococcus-abyssi	29292	Pyrococcus abyssi	29292	archeobacterium	UP000000810	272844	Other	Pyrococcus abyssi	Pyrococcus abyssi (strain GE5 / Orsay)	2024-07-15
29320-Paenarthrobacter-nicotinovorans-Arthrobacter-nicotinivorans	29320	Paenarthrobacter nicotinovorans (Arthrobacter nicotinivorans)	29320	bacterium		29320	Orphans	Paenarthrobacter nicotinovorans (Arthrobacter nicotinivorans)	Paenarthrobacter nicotinovorans	2024-07-15
29355-Ruminiclostridium-cellobioparum	29355	Ruminiclostridium cellobioparum	29355	bacterium	UP000014155	1195236	Representative	Ruminiclostridium cellobioparum	Ruminiclostridium cellobioparum subsp. termitidis CT1112	2024-07-15
29362-Ruminiclostridium-papyrosolvens	29362	Ruminiclostridium papyrosolvens	29362	bacterium	UP000003860	588581	Other	Ruminiclostridium papyrosolvens	Ruminiclostridium papyrosolvens DSM 2782	2024-07-15
29380-Staphylococcus-caprae	29380	Staphylococcus caprae	29380	bacterium	UP000003152	525378	Other	Staphylococcus caprae	Staphylococcus caprae M23864:W1	2024-07-15
29388-Staphylococcus-capitis	29388	Staphylococcus capitis	29388	bacterium	UP000291949	29388	Other	Staphylococcus capitis	Staphylococcus capitis	2024-07-15
29430-Acinetobacter-haemolyticus	29430	Acinetobacter haemolyticus	707232	bacterium	UP000017667	1217659	Other	Acinetobacter haemolyticus	Acinetobacter haemolyticus CIP 64.3 = MTCC 9819	2024-07-15
29438-Pseudomonas-savastanoi	29438	Pseudomonas savastanoi	29438	bacterium	UP000000551	264730	Other	Pseudomonas savastanoi	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6)	2024-07-15
29442-Pseudomonas-tolaasii	29442	Pseudomonas tolaasii	29442	bacterium	UP000549134	29442	Other	Pseudomonas tolaasii	Pseudomonas tolaasii	2024-07-15
29447-Xanthomonas-albilineans	29447	Xanthomonas albilineans	29447	bacterium	UP000001890	380358	Representative	Xanthomonas albilineans	Xanthomonas albilineans (strain GPE PC73 / CFBP 7063)	2024-07-15
29459-Brucella-melitensis	29459	Brucella melitensis	29459, 224914, 520464, 703352	bacterium	UP000000419	224914	Other	Brucella melitensis	Brucella melitensis biotype 1 (strain ATCC 23456 / CCUG 17765 / NCTC 10094 / 16M)	2024-07-15
29461-Brucella-suis-Brucella-melitensis-bv-Suis	29461	Brucella suis (Brucella melitensis bv. Suis)	29461, 204722, 470137	bacterium	UP000007104	204722	Other	Brucella suis (Brucella melitensis bv. Suis)	Brucella suis biovar 1 (strain 1330)	2024-07-15
29466-Veillonella-parvula	29466	Veillonella parvula	29466	bacterium	UP000778864	29466	Other	Veillonella parvula	Veillonella parvula	2024-07-15
29471-Pectobacterium-atrosepticum	29471	Pectobacterium atrosepticum	29471	bacterium	UP000007966	218491	Representative	Pectobacterium atrosepticum	Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672)	2024-07-15
29484-Yersinia-frederiksenii	29484	Yersinia frederiksenii	349966	bacterium	UP000254835	29484	Other	Yersinia frederiksenii	Yersinia frederiksenii	2024-07-15
29497-Vibrio-splendidus	29497	Vibrio splendidus	314291	bacterium	UP000050463	29497	Other	Vibrio splendidus	Vibrio splendidus	2024-07-15
29507-Leptospira-kirschneri	29507	Leptospira kirschneri	29507	bacterium	UP000006253	1049966	Other	Leptospira kirschneri	Leptospira kirschneri str. H1	2024-07-15
29518-Borreliella-afzelii	29518	Borreliella afzelii	29518, 390236	bacterium	UP000005216	390236	Other	Borreliella afzelii	Borreliella afzelii (strain PKo)	2024-07-15
29519-Borreliella-garinii	29519	Borreliella garinii	29519, 10000530	bacterium	UP000006103	498743	Other	Borreliella garinii	Borreliella garinii PBr	2024-07-15
29523-Bacteroides-sp	29523	Bacteroides sp.	29523	bacterium	UP000674733	29523	Other	Bacteroides sp.	Bacteroides sp	2024-07-15
29543-Pelobacter-propionicus	29543	Pelobacter propionicus	338966	bacterium	UP000006732	338966	Representative	Pelobacter propionicus	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)	2024-07-15
29661-Anthoxanthum-odoratum	29661	Anthoxanthum odoratum	29661	plant		29661	Orphans	Anthoxanthum odoratum	Anthoxanthum odoratum	2024-07-15
29679-Holcus-lanatus-velvet-grass	29679	Holcus lanatus (velvet grass)	29679	plant		29679	Orphans	Holcus lanatus (velvet grass)	Holcus lanatus	2024-07-15
29715-Ambrosia-psilostachya	29715	Ambrosia psilostachya	29715	plant		29715	Orphans	Ambrosia psilostachya	Ambrosia psilostachya	2024-07-15
29760-Vitis-vinifera-wine-grape	29760	Vitis vinifera (wine grape)	29760	plant	UP000009183	29760	Representative	Vitis vinifera (wine grape)	Vitis vinifera	2024-07-15
29780-Mangifera-indica-mango	29780	Mangifera indica (mango)	29780	plant		29780	Orphans	Mangifera indica (mango)	Mangifera indica	2024-07-15
29908-Sporothrix-schenckii	29908	Sporothrix schenckii	29908	other-eukaryote	UP000018087	1391915	Representative	Sporothrix schenckii	Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183)	2024-07-15
29918-Cladosporium-herbarum-Dematium-vulgare	29918	Cladosporium herbarum (Dematium vulgare)	29918	other-eukaryote		29918	Orphans	Cladosporium herbarum (Dematium vulgare)	Davidiella tassiana	2024-07-15
29960-Penaeus-indicus	29960	Penaeus indicus	29960	other-eukaryote		29960	Orphans	Penaeus indicus	Penaeus indicus	2024-07-15
30011-Pyrophorus-plagiophthalamus	30011	Pyrophorus plagiophthalamus	30011	other-eukaryote		30011	Orphans	Pyrophorus plagiophthalamus	Pyrophorus plagiophthalamus	2024-07-15
30069-Anopheles-stephensi-Asian-malaria-mosquito	30069	Anopheles stephensi (Asian malaria mosquito)	30069	other-eukaryote	UP000076408	30069	Representative	Anopheles stephensi (Asian malaria mosquito)	Anopheles stephensi	2024-07-15
30215-Vespula-vidua	30215	Vespula vidua	30215	other-eukaryote		30215	Orphans	Vespula vidua	Vespula vidua	2024-07-15
30522-Bos-indicus-x-Bos-taurus-hybrid-cow	30522	Bos indicus x Bos taurus (hybrid cow)	30522	vertebrate	UP000314981	30522	Representative	Bos indicus x Bos taurus (hybrid cow)	Bos indicus x Bos taurus	2024-07-15
30538-Vicugna-pacos-alpaca	30538	Vicugna pacos (alpaca)	30538	vertebrate	UP000504605	30538	Representative	Vicugna pacos (alpaca)	Vicugna pacos	2024-07-15
31276-Perkinsus-marinus	31276	Perkinsus marinus	31276	other-eukaryote	UP000007800	423536	Representative	Perkinsus marinus	Perkinsus marinus (strain ATCC 50983 / TXsc)	2024-07-15
31330-Ephydatia-fluviatilis	31330	Ephydatia fluviatilis	31330	other-eukaryote		31330	Orphans	Ephydatia fluviatilis	Ephydatia fluviatilis	2024-07-15
31721-Beet-necrotic-yellow-vein-virus-Beet-necrotic-yellow-vein-mosaic-virus	31721	Beet necrotic yellow vein virus (Beet necrotic yellow vein mosaic virus)	31721	virus	UP000001100	652670	Representative	Beet necrotic yellow vein virus (Beet necrotic yellow vein mosaic virus)	Beet necrotic yellow vein virus (isolate Japan/S)	2024-07-15
32025-Helicobacter-hepaticus	32025	Helicobacter hepaticus	32025, 235279	bacterium	UP000002495	235279	Representative	Helicobacter hepaticus	Helicobacter hepaticus (strain ATCC 51449 / 3B1)	2024-07-15
32049-Picosynechococcus-sp-PCC-7002-Agmenellum-quadruplicatum-PR-6	32049	Picosynechococcus sp. PCC 7002 (Agmenellum quadruplicatum PR-6)	32049	bacterium	UP000001688	32049	Representative	Picosynechococcus sp. PCC 7002 (Agmenellum quadruplicatum PR-6)	Picosynechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6)	2024-07-15
32201-Carya-illinoinensis-pecan	32201	Carya illinoinensis (pecan)	32201	plant	UP000811609	32201	Representative	Carya illinoinensis (pecan)	Carya illinoinensis	2024-07-15
32278-Metapenaeus-ensis	32278	Metapenaeus ensis	32278	other-eukaryote		32278	Orphans	Metapenaeus ensis	Metapenaeus ensis	2024-07-15
32604-Human-betaherpesvirus-6B-Human-herpes-virus-6B	32604	Human betaherpesvirus 6B (Human herpes virus 6B)	32604, 36351, 10000535	virus	UP000006930	36351	Representative	Human betaherpesvirus 6B (Human herpes virus 6B)	Human herpesvirus 6B (strain Z29)	2024-07-15
33025-Phascolarctobacterium-faecium	33025	Phascolarctobacterium faecium	33025	bacterium	UP000484547	33025	Other	Phascolarctobacterium faecium	Phascolarctobacterium faecium	2024-07-15
33039-[Ruminococcus]-torques	33039	[Ruminococcus] torques	33039	bacterium	UP000078383	33039	Representative	[Ruminococcus] torques	[Ruminococcus] torques	2024-07-15
33060-Yersinia-mollaretii	33060	Yersinia mollaretii	349967	bacterium	UP000040841	33060	Other	Yersinia mollaretii	Yersinia mollaretii	2024-07-15
33069-Pseudomonas-viridiflava	33069	Pseudomonas viridiflava	33069	bacterium	UP000196842	33069	Other	Pseudomonas viridiflava	Pseudomonas viridiflava	2024-07-15
33075-Acidobacterium-capsulatum	33075	Acidobacterium capsulatum	33075	bacterium	UP000002207	240015	Representative	Acidobacterium capsulatum	Acidobacterium capsulatum (strain ATCC 51196 / DSM 11244 / BCRC 80197 / JCM 7670 / NBRC 15755 / NCIMB 13165 / 161)	2024-07-15
33127-Parietaria-judaica	33127	Parietaria judaica	33127	plant		33127	Orphans	Parietaria judaica	Parietaria judaica	2024-07-15
33178-Aspergillus-terreus	33178	Aspergillus terreus	33178, 341663	other-eukaryote	UP000007963	341663	Representative	Aspergillus terreus	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	2024-07-15
33203-Purpureocillium-lilacinum	33203	Purpureocillium lilacinum	33203	other-eukaryote	UP000078340	33203	Representative	Purpureocillium lilacinum	Purpureocillium lilacinum	2024-07-15
33708-Murid-gammaherpesvirus-4-Murid-herpesvirus-4	33708	Murid gammaherpesvirus 4 (Murid herpesvirus 4)	33708, 1440122, 10000536, 10000537	virus	UP000099649	33708	Representative	Murid gammaherpesvirus 4 (Murid herpesvirus 4)	Murid herpesvirus 4	2024-07-15
33761-Groundnut-rosette-assistor-virus	33761	Groundnut rosette assistor virus	33761	virus	UP000242508	33761	Other	Groundnut rosette assistor virus	Groundnut rosette assistor virus	2024-07-15
33934-Anoxybacillus-flavithermus	33934	Anoxybacillus flavithermus	33934	bacterium	UP000196782	33934	Representative	Anoxybacillus flavithermus	Anoxybacillus flavithermus	2024-07-15
33940-Geobacillus-thermodenitrificans	33940	Geobacillus thermodenitrificans	420246	bacterium	UP000001578	420246	Other	Geobacillus thermodenitrificans	Geobacillus thermodenitrificans (strain NG80-2)	2024-07-15
33959-Lactobacillus-johnsonii	33959	Lactobacillus johnsonii	33959	bacterium	UP000002627	633699	Representative	Lactobacillus johnsonii	Lactobacillus johnsonii (strain FI9785)	2024-07-15
33989-Rickettsia-amblyommatis	33989	Rickettsia amblyommatis	33989	bacterium	UP000008005	1105111	Other	Rickettsia amblyommatis	Rickettsia amblyommatis (strain GAT-30V)	2024-07-15
33990-Rickettsia-bellii	33990	Rickettsia bellii	33990, 336407, 391896	bacterium	UP000001951	336407	Other	Rickettsia bellii	Rickettsia bellii (strain RML369-C)	2024-07-15
34245-Zinnia-elegans-garden-zinnia	34245	Zinnia elegans (garden zinnia)	34245	plant		34245	Orphans	Zinnia elegans (garden zinnia)	Zinnia elegans	2024-07-15
34610-Amblyomma-variegatum-tropical-bont-tick	34610	Amblyomma variegatum (tropical bont tick)	34610	other-eukaryote		34610	Orphans	Amblyomma variegatum (tropical bont tick)	Amblyomma variegatum	2024-07-15
34631-Rhipicephalus-appendiculatus	34631	Rhipicephalus appendiculatus	34631	other-eukaryote		34631	Orphans	Rhipicephalus appendiculatus	Rhipicephalus appendiculatus	2024-07-15
34632-Rhipicephalus-sanguineus-brown-dog-tick	34632	Rhipicephalus sanguineus (brown dog tick)	34632	other-eukaryote	UP000821837	34632	Representative	Rhipicephalus sanguineus (brown dog tick)	Rhipicephalus sanguineus	2024-07-15
34821-Sebastes-marinus-redfish	34821	Sebastes marinus (redfish)	34821	vertebrate						2024-07-15
34862-Otospermophilus-beecheyi-California-ground-squirrel	34862	Otospermophilus beecheyi (California ground squirrel)	34862	vertebrate		34862	Orphans	Otospermophilus beecheyi (California ground squirrel)	Otospermophilus beecheyi	2024-07-15
35258-Lambdapapillomavirus-2-Canine-oral-papillomavirus	35258	Lambdapapillomavirus 2 (Canine oral papillomavirus)	35258	virus	UP000008788	766192	Representative	Lambdapapillomavirus 2 (Canine oral papillomavirus)	Canine oral papillomavirus (strain Y62)	2024-07-15
35269-Woodchuck-hepatitis-virus-Woodchuck-hepatitis-B-virus	35269	Woodchuck hepatitis virus (Woodchuck hepatitis B virus)	10430, 10433, 35269, 341946	virus	UP000000287	10433	Representative	Woodchuck hepatitis virus (Woodchuck hepatitis B virus)	Woodchuck hepatitis B virus (isolate 8)	2024-07-15
35275-Murine-endogenous-retrovirus-Murine-endogenous-virus-EMV-1	35275	Murine endogenous retrovirus (Murine endogenous virus EMV-1)	35275	virus		35275	Orphans	Murine endogenous retrovirus (Murine endogenous virus EMV-1)		2024-07-15
35288-Grapevine-virus-A	35288	Grapevine virus A	35288	virus	UP000000679	651358	Representative	Grapevine virus A	Grapevine virus A (isolate Is 151)	2024-07-15
35297-Striped-jack-nervous-necrosis-virus	35297	Striped jack nervous necrosis virus	35297	virus	UP000000414	35297	Representative	Striped jack nervous necrosis virus	Striped jack nervous necrosis virus	2024-07-15
35305-California-encephalitis-virus-California-bunyavirus-group	35305	California encephalitis virus (California bunyavirus group)	35305	virus	UP000267394	35305	Other	California encephalitis virus (California bunyavirus group)	California encephalitis virus	2024-07-15
35345-Lactococcus-phage-TP901-1-Bacteriophage-TP901-1	35345	Lactococcus phage TP901-1 (Bacteriophage TP901-1)	35345	virus	UP000203132	35345	Representative	Lactococcus phage TP901-1 (Bacteriophage TP901-1)	Lactococcus phage TP901-1	2024-07-15
35670-Naja-naja-Indian-cobra	35670	Naja naja (Indian cobra)	35670	vertebrate	UP000694559	35670	Representative	Naja naja (Indian cobra)	Naja naja	2024-07-15
35725-Macrophomina-phaseolina-charcoal-rot	35725	Macrophomina phaseolina (charcoal rot)	35725, 1126212	other-eukaryote	UP000007129	1126212	Representative	Macrophomina phaseolina (charcoal rot)	Macrophomina phaseolina (strain MS6)	2024-07-15
35788-Rickettsia-africae	35788	Rickettsia africae	35788	bacterium	UP000002305	347255	Other	Rickettsia africae	Rickettsia africae (strain ESF-5)	2024-07-15
35791-Rickettsia-massiliae	35791	Rickettsia massiliae	35791, 416276	bacterium	UP000001311	416276	Other	Rickettsia massiliae	Rickettsia massiliae (strain Mtu5)	2024-07-15
35792-Rickettsia-parkeri	35792	Rickettsia parkeri	35792	bacterium		35792	Orphans	Rickettsia parkeri	Rickettsia parkeri	2024-07-15
35793-Rickettsia-sibirica	35793	Rickettsia sibirica	35793, 272951	bacterium	UP000004455	272951	Other	Rickettsia sibirica	Rickettsia sibirica (strain ATCC VR-151 / 246)	2024-07-15
35795-Ehrlichia-muris	35795	Ehrlichia muris	35795	bacterium	UP000018689	1423892	Other	Ehrlichia muris	Ehrlichia muris AS145	2024-07-15
35797-Nitrococcus-mobilis	35797	Nitrococcus mobilis	314278	bacterium	UP000003374	314278	Representative	Nitrococcus mobilis	Nitrococcus mobilis Nb-231	2024-07-15
35818-Helicobacter-pullorum	35818	Helicobacter pullorum	35818	bacterium	UP000037997	35818	Other	Helicobacter pullorum	Helicobacter pullorum	2024-07-15
36080-Mucor-circinelloides	36080	Mucor circinelloides	36080	other-eukaryote	UP000014254	1220926	Representative	Mucor circinelloides	Mucor circinelloides f. circinelloides (strain 1006PhL)	2024-07-15
36087-Trichuris-trichiura-human-whipworm	36087	Trichuris trichiura (human whipworm)	36087	other-eukaryote	UP000030665	36087	Other	Trichuris trichiura (human whipworm)	Trichuris trichiura	2024-07-15
36427-Rotavirus-C-Group-C-rotaviruses	36427	Rotavirus C (Group C rotaviruses)	101350	virus	UP000007664	31567	Representative	Rotavirus C (Group C rotaviruses)	Rotavirus C (isolate RVC/Human/United Kingdom/Bristol/1989)	2024-07-15
36596-Prunus-armeniaca-apricot	36596	Prunus armeniaca (apricot)	36596	plant	UP000507245	36596	Representative	Prunus armeniaca (apricot)	Prunus armeniaca	2024-07-15
36809-Mycobacteroides-abscessus	36809	Mycobacteroides abscessus	36809, 1198627	bacterium	UP000185014	1185650	Representative	Mycobacteroides abscessus	Mycobacteroides abscessus subsp. abscessus	2024-07-15
36845-Clostridium-intestinale	36845	Clostridium intestinale	36845	bacterium	UP000016721	1294142	Representative	Clostridium intestinale	Clostridium intestinale URNW	2024-07-15
36855-Brucella-canis-Brucella-melitensis-bv-Canis	36855	Brucella canis (Brucella melitensis bv. Canis)	36855, 483179	bacterium	UP000001385	483179	Other	Brucella canis (Brucella melitensis bv. Canis)	Brucella canis (strain ATCC 23365 / NCTC 10854)	2024-07-15
36911-Clavispora-lusitaniae-Clavispora-imtechensis-nom,-inval	36911	Clavispora lusitaniae (Clavispora imtechensis (nom, inval.))	36911	other-eukaryote	UP000007703	306902	Representative	Clavispora lusitaniae (Clavispora imtechensis (nom, inval.))	Clavispora lusitaniae (strain ATCC 42720)	2024-07-15
36914-Lodderomyces-elongisporus	36914	Lodderomyces elongisporus	36914	other-eukaryote	UP000001996	379508	Representative	Lodderomyces elongisporus	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239)	2024-07-15
36936-Lepidoglyphus-destructor	36936	Lepidoglyphus destructor	36936	other-eukaryote		36936	Orphans	Lepidoglyphus destructor	Lepidoglyphus destructor	2024-07-15
37124-Chikungunya-virus	37124	Chikungunya virus	37124, 371094, 371095, 10001934, 10001997, 10002144, 10002197, 10002694, 10002695, 10002696	virus	UP000000569	371094	Representative	Chikungunya virus	Chikungunya virus (strain S27-African prototype)	2024-07-15
37128-Potato-mop-top-virus-Potato-mop-top-virus	37128	Potato mop-top virus (Potato mop top virus)	37128	virus	UP000006715	652839	Representative	Potato mop-top virus (Potato mop top virus)	Potato mop-top virus (isolate Potato/Sweden/Sw)	2024-07-15
37207-Rio-Segundo-hantavirus-Reithrodontomys-mexicanus-hantavirus	37207	Rio Segundo hantavirus (Reithrodontomys mexicanus hantavirus)	37207	virus		37207	Orphans	Rio Segundo hantavirus (Reithrodontomys mexicanus hantavirus)	Rio Segundo hantavirus	2024-07-15
37326-Nocardia-brasiliensis-Nocardia-brasilensis	37326	Nocardia brasiliensis (Nocardia brasilensis)	37326	bacterium	UP000006304	1133849	Representative	Nocardia brasiliensis (Nocardia brasilensis)	Nocardia brasiliensis (strain ATCC 700358 / HUJEG-1)	2024-07-15
37332-Nocardia-seriolae	37332	Nocardia seriolae	37332	bacterium	UP000019401	37332	Representative	Nocardia seriolae	Nocardia seriolae	2024-07-15
37347-Tupaia-belangeri-common-tree-shrew	37347	Tupaia belangeri (common tree shrew)	37347	vertebrate		37347	Orphans	Tupaia belangeri (common tree shrew)	Tupaia belangeri	2024-07-15
37682-Aegilops-tauschii	37682	Aegilops tauschii	37682	plant	UP000015105	200361	Representative	Aegilops tauschii	Aegilops tauschii subsp. strangulata	2024-07-15
37734-Enterococcus-casseliflavus	37734	Enterococcus casseliflavus	37734	bacterium	UP000012675	565655	Representative	Enterococcus casseliflavus	Enterococcus casseliflavus EC20	2024-07-15
37769-Cryptococcus-gattii-Cryptococcus-gattii-VGI	37769	Cryptococcus gattii (Cryptococcus gattii VGI)	37769	other-eukaryote	UP000007805	367775	Other	Cryptococcus gattii (Cryptococcus gattii VGI)	Cryptococcus gattii serotype B (strain WM276 / ATCC MYA-4071)	2024-07-15
38020-Callitrichinae-sp-marmosets	38020	Callitrichinae sp. (marmosets)	38020	vertebrate		38020	Orphans	Callitrichinae sp. (marmosets)		2024-07-15
38033-Chaetomium-globosum	38033	Chaetomium globosum	38033	other-eukaryote	UP000001056	306901	Representative	Chaetomium globosum	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970)	2024-07-15
38170-Avian-orthoreovirus-Avian-reovirus	38170	Avian orthoreovirus (Avian reovirus)	38171, 77153, 253446, 10001918, 10002815, 10002816	virus	UP000100541	38170	Representative	Avian orthoreovirus (Avian reovirus)	Avian orthoreovirus	2024-07-15
38289-Corynebacterium-jeikeium	38289	Corynebacterium jeikeium	38289	bacterium	UP000000545	306537	Representative	Corynebacterium jeikeium	Corynebacterium jeikeium (strain K411)	2024-07-15
38323-Bartonella-henselae	38323	Bartonella henselae	38323, 283166	bacterium	UP000000421	283166	Other	Bartonella henselae	Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston 1)	2024-07-15
38873-Fraxinus-excelsior-European-ash	38873	Fraxinus excelsior (European ash)	38873	plant		38873	Orphans	Fraxinus excelsior (European ash)	Fraxinus excelsior	2024-07-15
39152-Methanococcus-maripaludis	39152	Methanococcus maripaludis	39152, 267377	archeobacterium	UP000000590	267377	Representative	Methanococcus maripaludis	Methanococcus maripaludis (strain DSM 14266 / JCM 13030 / NBRC 101832 / S2 / LL)	2024-07-15
