Species Key	Species ID	Species Label	Active Taxa	Group	Proteome Type	Proteome ID	Proteome Organism ID	Proteome Label	Proteome Link	Updated
35275-Murine-endogenous-retrovirus-Murine-endogenous-virus-EMV-1	35275	Murine endogenous retrovirus (Murine endogenous virus EMV-1)	35275	virus						2023-07-14
35288-Grapevine-virus-A	35288	Grapevine virus A	35288	virus	Reference	UP000000679		Grapevine virus A (isolate Is 151) (GVA) (Strain: Isolate Is 151)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000679	2023-07-14
35297-Striped-jack-nervous-necrosis-virus	35297	Striped jack nervous necrosis virus	35297	virus	Reference	UP000000414		Striped jack nervous necrosis virus (SjNNV)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000414	2023-07-14
35345-Lactococcus-phage-TP901-1-Bacteriophage-TP901-1	35345	Lactococcus phage TP901-1 (Bacteriophage TP901-1)	35345	virus	Reference	UP000203132		Lactococcus phage TP901-1	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000203132	2023-07-14
35658-Mastomys-coucha-southern-multimammate-mouse	35658	Mastomys coucha (southern multimammate mouse)	35658	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:35658	2023-09-01
35670-Naja-naja-Indian-cobra	35670	Naja naja (Indian cobra)	35670	vertebrate	Representative	UP000694559	35670	Naja naja	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000694559	2023-09-01
35722-Parasitella-parasitica	35722	Parasitella parasitica	35722	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:35722	2023-09-01
35725-Macrophomina-phaseolina-charcoal-rot	35725	Macrophomina phaseolina (charcoal rot)	35725, 1126212	other-eukaryote	Reference	UP000007129		Macrophomina phaseolina (strain MS6) (Charcoal rot fungus) (Strain: MS6)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007129	2023-07-14
35788-Rickettsia-africae	35788	Rickettsia africae	35788	bacterium	Non-Redundant	UP000002305		Rickettsia africae (strain ESF-5) (Strain: ESF-5)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002305	2023-07-14
35791-Rickettsia-massiliae	35791	Rickettsia massiliae	35791, 416276	bacterium	Non-Redundant	UP000001311		Rickettsia massiliae (strain Mtu5) (Strain: Mtu5)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001311	2023-07-14
35792-Rickettsia-parkeri	35792	Rickettsia parkeri	35792	bacterium	Orphans		35792	Rickettsia parkeri	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:35792	2023-09-01
35793-Rickettsia-sibirica	35793	Rickettsia sibirica	35793, 272951	bacterium	Non-Redundant	UP000004455		Rickettsia sibirica (strain ATCC VR-151 / 246) (Strain: ATCC VR-151 / 246)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000004455	2023-07-14
35795-Ehrlichia-muris	35795	Ehrlichia muris	35795	bacterium	Non-Redundant	UP000018689		Ehrlichia muris AS145 (Strain: AS154)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000018689	2023-07-14
35797-Nitrococcus-mobilis	35797	Nitrococcus mobilis	35797, 314278	bacterium	Reference	UP000003374		Nitrococcus mobilis Nb-231 (Strain: Nb-231)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000003374	2023-07-14
35818-Helicobacter-pullorum	35818	Helicobacter pullorum	35818	bacterium	Non-Redundant	UP000093341		Helicobacter pullorum (Strain: NAP1W4)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000093341	2023-07-14
35938-Robinia-pseudoacacia-black-locust	35938	Robinia pseudoacacia (black locust)	35938	plant					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:35938	2023-09-01
36025-Nakazawaea-holstii	36025	Nakazawaea holstii	36025	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:36025	2023-09-01
36080-Mucor-circinelloides	36080	Mucor circinelloides	36080, 1220926	other-eukaryote	Reference	UP000014254		Mucor circinelloides f. circinelloides (strain 1006PhL) (Mucormycosis agent) (Calyptromyces circinelloides) (Strain: 1006PhL)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000014254	2023-07-14
36087-Trichuris-trichiura-human-whipworm	36087	Trichuris trichiura (human whipworm)	36087	other-eukaryote	Reference	UP000030665		Trichuris trichiura (human whipworm)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000030665	2023-07-14
36176-Chiloscyllium-plagiosum-whitespotted-bambooshark	36176	Chiloscyllium plagiosum (whitespotted bambooshark)	36176	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:36176	2023-09-01
36229-Papio-ursinus-baboon	36229	Papio ursinus (baboon)	36229	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:36229	2023-09-01
36307-Deinagkistrodon-acutus-Chinese-moccasin	36307	Deinagkistrodon acutus (Chinese moccasin)	36307	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:36307	2023-09-01
36330-Plasmodium-ovale-malaria-parasite-P-ovale	36330	Plasmodium ovale (malaria parasite P. ovale)	864141	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:36330	2023-09-01
36403-Potato-virus-T-Potato-trichovirus-T	36403	Potato virus T (Potato trichovirus T)	36403	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:36403	2023-09-01
36470-Streptococcus-sp-group-A	36470	Streptococcus sp. 'group A'	36470	bacterium						2023-07-14
36596-Prunus-armeniaca-apricot	36596	Prunus armeniaca (apricot)	36596	plant	Reference	UP000507245	36596	Prunus armeniaca (Apricot) (Armeniaca vulgaris) (Strain: cv. Rojo Pasion)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000507245	2023-07-14
36651-Penicillium-digitatum	36651	Penicillium digitatum	36651	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:36651	2023-09-01
36809-Mycobacteroides-abscessus	36809	Mycobacteroides abscessus	36809, 1198627	bacterium	Reference	UP000185014		Mycobacteroides abscessus subsp. abscessus (Strain: 879)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000185014	2023-07-14
36845-Clostridium-intestinale	36845	Clostridium intestinale	36845	bacterium	Reference	UP000016721	1294142	Clostridium intestinale URNW (Strain: URNW)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000016721	2023-07-14
36855-Brucella-canis-Brucella-melitensis-bv-Canis	36855	Brucella canis (Brucella melitensis bv. Canis)	36855, 483179	bacterium	Non-Redundant	UP000001385		Brucella canis (strain ATCC 23365 / NCTC 10854) (Strain: ATCC 23365 / NCTC 10854)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001385	2023-07-14
36873-Paraburkholderia-xenovorans	36873	Paraburkholderia xenovorans	266265	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:36873	2023-09-01
36911-Clavispora-lusitaniae-Clavispora-imtechensis-nom,-inval	36911	Clavispora lusitaniae (Clavispora imtechensis (nom, inval.))	36911	other-eukaryote	Reference	UP000007703		Clavispora lusitaniae (strain ATCC 42720) (Yeast) (Candida lusitaniae) (Strain: ATCC 42720)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007703	2023-07-14
36914-Lodderomyces-elongisporus	36914	Lodderomyces elongisporus	36914, 379508	other-eukaryote	Reference	UP000001996		Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus) (Strain: ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001996	2023-07-14
36936-Lepidoglyphus-destructor	36936	Lepidoglyphus destructor	36936	other-eukaryote	Allergen	Allergen_36936	36936	Lepidoglyphus destructor	https://rest.uniprot.org/uniprotkb/search?query=P80384+OR+Q9NFZ4+OR+Q1M2N1+OR+P80384+OR+Q9U5P1+OR+Q9U5P2+OR+Q1M2N0+OR+Q9U1G2	2023-07-14
37124-Chikungunya-virus	37124	Chikungunya virus	37124, 371094, 371095, 10001934, 10001997, 10002144, 10002197, 10002694, 10002695, 10002696	virus	Reference	UP000000569		Chikungunya virus (strain S27-African prototype) (CHIKV) (Strain: S27-African prototype)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000569	2023-07-14
37128-Potato-mop-top-virus-Potato-mop-top-virus	37128	Potato mop-top virus (Potato mop top virus)	37128	virus	Reference	UP000006715		Potato mop-top virus (isolate Potato/Sweden/Sw) (PMTV) (Strain: Isolate Potato/Sweden/Sw)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006715	2023-07-14
37207-Rio-Segundo-hantavirus-Reithrodontomys-mexicanus-hantavirus	37207	Rio Segundo hantavirus (Reithrodontomys mexicanus hantavirus)	37207	virus	Unreviewed	Unrev_37207		Rio Segundo hantavirus (Reithrodontomys mexicanus hantavirus)	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:37207	2023-07-14
37293-Aotus-nancymaae-Mas-night-monkey	37293	Aotus nancymaae (Ma's night monkey)	37293	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:37293	2023-09-01
37326-Nocardia-brasiliensis-Nocardia-brasilensis	37326	Nocardia brasiliensis (Nocardia brasilensis)	37326	bacterium	Reference	UP000006304		Nocardia brasiliensis ATCC 700358 (Strain: ATCC 700358)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006304	2023-07-14
37329-Nocardia-farcinica	37329	Nocardia farcinica	37329	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:37329	2023-09-01
37332-Nocardia-seriolae	37332	Nocardia seriolae	37332	bacterium	Representative	UP000019401	37332	Nocardia seriolae	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000019401	2023-09-01
37347-Tupaia-belangeri-common-tree-shrew	37347	Tupaia belangeri (common tree shrew)	37347	vertebrate	Orphans		37347	Tupaia belangeri	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:37347	2023-09-01
37653-Octopus-bimaculoides-California-two-spot-octopus	37653	Octopus bimaculoides (California two-spot octopus)	37653	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:37653	2023-09-01
37682-Aegilops-tauschii	37682	Aegilops tauschii	37682	plant	Reference	UP000015105		Aegilops tauschii subsp. strangulata (Goatgrass) (Strain: cv. AL8/78)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000015105	2023-07-14
37734-Enterococcus-casseliflavus	37734	Enterococcus casseliflavus	37734	bacterium	Reference	UP000012675		Enterococcus casseliflavus EC20 (Strain: EC20)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000012675	2023-07-14
37769-Cryptococcus-gattii-VGI	37769	Cryptococcus gattii VGI	37769, 367775	other-eukaryote	Non-Redundant	UP000054272		Cryptococcus gattii EJB2 (Strain: EJB2)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000054272	2023-07-14
38020-marmosets	38020	marmosets	38020	vertebrate						2023-07-14
38033-Chaetomium-globosum	38033	Chaetomium globosum	38033, 306901	other-eukaryote	Reference	UP000001056		Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus) (Strain: ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001056	2023-07-14
38170-Avian-orthoreovirus-Avian-reovirus	38170	Avian orthoreovirus (Avian reovirus)	38170, 38171, 61431, 77153, 253446, 407102, 1171667, 10001918, 10002815, 10002816	virus	Reference	UP000100541		Avian orthoreovirus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000100541	2023-07-14
38286-Corynebacterium-afermentans	38286	Corynebacterium afermentans	38286	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:38286	2023-09-01
38289-Corynebacterium-jeikeium	38289	Corynebacterium jeikeium	38289, 306537	bacterium	Reference	UP000000545		Corynebacterium jeikeium (strain K411) (Strain: K411)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000545	2023-07-14
38323-Bartonella-henselae	38323	Bartonella henselae	38323, 283166	bacterium	Non-Redundant	UP000000421		Bartonella henselae (strain ATCC 49882 / DSM 28221 / Houston 1) (Rochalimaea henselae) (Strain: ATCC 49882 / DSM 28221 / Houston 1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000421	2023-07-14
38527-Abramis-brama-bream	38527	Abramis brama (bream)	38527	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:38527	2023-09-01
38767-Lyssavirus-duvenhage-Duvenhage-lyssavirus	38767	Lyssavirus duvenhage (Duvenhage lyssavirus)	38767	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:38767	2023-09-01
38873-Fraxinus-excelsior-European-ash	38873	Fraxinus excelsior (European ash)	38873	plant	Non-Redundant	UP000595290	505214	Fraxinus excelsior subsp. excelsior	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000595290	2023-07-14
39152-Methanococcus-maripaludis	39152	Methanococcus maripaludis	39152, 267377	archeobacterium	Reference	UP000000590		Methanococcus maripaludis (strain S2 / LL) (Strain: S2 / LL)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000590	2023-07-14
39414-Plantago-lanceolata-ribgrass	39414	Plantago lanceolata (ribgrass)	39414	plant	Allergen	Allergen_39414	39414	Plantago lanceolata (narrow-leaved plantain)	https://rest.uniprot.org/uniprotkb/search?query=P82242+OR+P82242+OR+P82242+OR+C0HJX6	2023-07-14
39483-Faecalitalea-cylindroides	39483	Faecalitalea cylindroides	39483, 717960	bacterium	Reference	UP000008801		Faecalitalea cylindroides T2-87 (Strain: T2-87)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008801	2023-07-14
39486-Dorea-formicigenerans	39486	Dorea formicigenerans	411461	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:39486	2023-09-01
39491-Agathobacter-rectalis	39491	Agathobacter rectalis	515619	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:39491	2023-09-01
39584-Juniperus-virginiana-red-cedar	39584	Juniperus virginiana (red cedar)	39584	plant	Allergen	Allergen_39584	39584	Juniperus virginiana (red cedar)	https://rest.uniprot.org/uniprotkb/search?query=Q9LLT1+OR+Q9LLT2+OR+Q9LD79	2023-07-14
39691-Mycolicibacterium-moriokaense	39691	Mycolicibacterium moriokaense	39691	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:39691	2023-09-01
39778-Veillonella-dispar	39778	Veillonella dispar	39778	bacterium	Non-Redundant	UP000018855	1403949	Veillonella dispar DORA_11 (Strain: DORA_11)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000018855	2023-07-14
39803-Qubevirus-durum-Allolevivirus-subgroup-III	39803	Qubevirus durum (Allolevivirus subgroup III)	39803	virus	Reference	UP000185268		Escherichia phage Qbeta (Bacteriophage Q-beta) (Strain: TW18)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000185268	2023-07-14
39950-Dialister-pneumosintes	39950	Dialister pneumosintes	39950	bacterium	Non-Redundant	UP000094757	39950	Dialister pneumosintes (Strain: F0677)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000094757	2023-07-14
40050-African-horse-sickness-virus-African-horse-sickness-group	40050	African horse sickness virus (African horse sickness group)	36421, 40050, 86062, 117204	virus	Reference	UP000146235		African horse sickness virus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000146235	2023-07-14
40051-Bluetongue-virus-Bluetongue-virus-group	40051	Bluetongue virus (Bluetongue virus group)	10900, 10903, 10904, 10906, 33717, 33718, 35327, 35328, 35329, 35330, 35331, 35332, 36423, 40051, 45029, 45030, 45031, 45032, 94966, 94967, 197780, 197781, 248909, 248910, 248911, 248912, 248913, 248914, 248915, 10002006, 10002027, 10002028	virus	Reference	UP000007662		Bluetongue virus 10 (isolate USA) (BTV 10) (Strain: Isolate USA)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007662	2023-07-14
40054-Epizootic-hemorrhagic-disease-virus-Epizootic-haemorragic-disease-virus	40054	Epizootic hemorrhagic disease virus (Epizootic haemorragic disease virus)	33720, 40054, 225976	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:40054	2023-09-01
40214-Acinetobacter-johnsonii	40214	Acinetobacter johnsonii	40214	bacterium	Non-Redundant	UP000321274		Acinetobacter johnsonii (Strain: NBRC 102197)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000321274	2023-07-14
40216-Acinetobacter-radioresistens	40216	Acinetobacter radioresistens	40216	bacterium	Non-redundant	UP000314285	40216	Acinetobacter radioresistens	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000314285	2023-09-01
40247-Dasypyrum-villosum	40247	Dasypyrum villosum	40247	plant					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:40247	2023-09-01
40263-Endothia-gyrosa	40263	Endothia gyrosa	40263	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:40263	2023-09-01
40324-Stenotrophomonas-maltophilia	40324	Stenotrophomonas maltophilia	40324, 868597	bacterium	Reference	UP000008840		Stenotrophomonas maltophilia (strain K279a) (Strain: K279a)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008840	2023-07-14
40355-Fonsecaea-pedrosoi	40355	Fonsecaea pedrosoi	40355	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:40355	2023-09-01
40697-Blomia-tropicalis	40697	Blomia tropicalis	40697	other-eukaryote	Allergen	Allergen_40697	40697	Blomia tropicalis	https://rest.uniprot.org/uniprotkb/search?query=A1KXI0+OR+Q8I916+OR+Q95PJ4+OR+Q1M2P2+OR+Q8MUF6+OR+W5RZ24+OR+O96870+OR+Q1M2P1+OR+Q1M2P3+OR+A6XEN9+OR+A1KXI2+OR+A1KXI3+OR+C8CGT7+OR+A7IZE9+OR+Q17284+OR+A1KXI1+OR+A7XZI4+OR+Q17282	2023-07-14
40834-Borrelia-duttonii	40834	Borrelia duttonii	40834, 412419	bacterium	Reference	UP000019148		Borrelia duttonii CR2A (Strain: CR2A)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000019148	2023-07-14
41210-Chionoecetes-opilio-snow-crab	41210	Chionoecetes opilio (snow crab)	41210	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:41210	2023-09-01
41997-Enterococcus-saccharolyticus	41997	Enterococcus saccharolyticus	41997	bacterium	Reference	UP000014136		Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076 (Strain: ATCC 43076)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000014136	2023-07-14
42068-Pneumocystis-jirovecii	42068	Pneumocystis jirovecii	42068	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:42068	2023-09-01
42097-Isla-Vista-hantavirus-Isla-Vista-virus	42097	Isla Vista hantavirus (Isla Vista virus)	42097	virus	Unreviewed	Unrev_42097		Isla Vista hantavirus (Isla Vista virus)	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:42097	2023-07-14
42157-Onchocerca-ochengi	42157	Onchocerca ochengi	42157	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:42157	2023-09-01
42199-Centruroides-infamatus	42199	Centruroides infamatus	42199	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:42199	2023-09-01
42229-Prunus-avium-gean	42229	Prunus avium (gean)	42229	plant	Reference	UP000515124	42229	Prunus avium (Cherry) (Cerasus avium) (Strain: cv. Satonishiki)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000515124	2023-07-14
42345-Phoenix-dactylifera-date-palm	42345	Phoenix dactylifera (date palm)	42345	plant	Reference	UP000228380		Phoenix dactylifera (Date palm) (Strain: cv. Khalas)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000228380	2023-07-14
42358-Hantavirus-Monongahela-3	42358	Hantavirus Monongahela-3	42358	virus	Unreviewed	Unrev_42358		Hantavirus Monongahela-3	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:42358	2023-07-14
42374-Candida-dubliniensis	42374	Candida dubliniensis	42374, 573826	other-eukaryote	Non-Redundant	UP000002605		Candida dubliniensis (strain CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841) (Yeast) (Strain: CD36 / ATCC MYA-646 / CBS 7987 / NCPF 3949 / NRRL Y-17841)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002605	2023-07-14
42716-Didelphis-albiventris-white-eared-opossum	42716	Didelphis albiventris (white-eared opossum)	42716	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:42716	2023-09-01
42862-Rickettsia-felis	42862	Rickettsia felis	42862, 315456	bacterium	Non-Redundant	UP000008548		Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) (Rickettsia azadi) (Strain: ATCC VR-1525 / URRWXCal2)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008548	2023-07-14
43130-Onion-yellow-dwarf-virus-onion-yellow-dwarf-potyvirus	43130	Onion yellow dwarf virus (onion yellow dwarf potyvirus)	43130	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:43130	2023-09-01
43147-Aotus-lemurinus-lemurine-night-monkey	43147	Aotus lemurinus (lemurine night monkey)	43147	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:43147	2023-09-01
43263-Pseudomonas-alcaligenes	43263	Pseudomonas alcaligenes	43263	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:43263	2023-09-01
43304-Mycolicibacterium-peregrinum	43304	Mycolicibacterium peregrinum	43304	bacterium	Non-Redundant	UP000094008		Mycolicibacterium peregrinum (Mycobacterium peregrinum) (Strain: 852002-10433_SCH5171157)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000094008	2023-07-14
43335-Populus-alba-abele	43335	Populus alba (abele)	43335	plant	Representative	UP000309997	43335	Populus alba	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000309997	2023-09-01
43763-Redspotted-grouper-nervous-necrosis-virus-Grouper-nervous-necrosis-virus	43763	Redspotted grouper nervous necrosis virus (Grouper nervous necrosis virus)	43763, 292633, 421748	virus	Non-Redundant	UP000110030		Sevenband grouper nervous necrosis virus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000110030	2023-07-14
43765-Corynebacterium-amycolatum	43765	Corynebacterium amycolatum	43765	bacterium	Non-Redundant	UP000326048		Corynebacterium amycolatum (Strain: UMB1182)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000326048	2023-07-14
43767-Prescottella-equi	43767	Prescottella equi	43767	bacterium	Reference	UP000004245		Rhodococcus hoagii ATCC 33707 (Strain: ATCC 33707)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000004245	2023-07-14
43777-Pithecia-pithecia-Guianan-saki	43777	Pithecia pithecia (Guianan saki)	43777	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:43777	2023-09-01
43853-Toxicodendron-radicans-eastern-poison-ivy	43853	Toxicodendron radicans (eastern poison ivy)	43853	plant					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:43853	2023-09-01
44001-Caldicellulosiruptor-saccharolyticus	44001	Caldicellulosiruptor saccharolyticus	351627	bacterium	Non-Redundant	UP000000256		Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331) (Strain: ATCC 43494 / DSM 8903 / Tp8T 6331)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000256	2023-07-14
44088-Canarypox-virus-Avipoxvirus-clade-B1	44088	Canarypox virus (Avipoxvirus clade B1)	44088	virus	Reference	UP000168164		Canarypox virus (CNPV)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000168164	2023-07-14
44271-Leishmania-chagasi	44271	Leishmania chagasi	44271	other-eukaryote	Orphans		44271	Leishmania chagasi	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:44271	2023-09-01
44386-Haemaphysalis-longicornis-longhorned-tick	44386	Haemaphysalis longicornis (longhorned tick)	44386	other-eukaryote	Other	UP000821853	44386	Haemaphysalis longicornis	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000821853	2023-09-01
44397-Melospiza-melodia-song-sparrow	44397	Melospiza melodia (song sparrow)	44397	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:44397	2023-09-01
44689-Dictyostelium-discoideum	44689	Dictyostelium discoideum	44689, 366501	other-eukaryote	Reference	UP000002195		Dictyostelium discoideum (Slime mold) (Strain: AX4)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002195	2023-07-14
44755-New-York-hantavirus-New-York-virus	44755	New York hantavirus (New York virus)	44755	virus	Orphans		44755	New York virus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:44755	2023-09-01
45235-Tolypocladium-capitatum	45235	Tolypocladium capitatum	45235	other-eukaryote	Representative	UP000236621	45235	Tolypocladium capitatum	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000236621	2023-09-01
45352-Morone-chrysops-x-Morone-saxatilis-white-bass-x-striped-sea-bass	45352	Morone chrysops x Morone saxatilis (white bass x striped sea-bass)	45352	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:45352	2023-09-01
45582-[Candida]-saitoana	45582	[Candida] saitoana	45582	other-eukaryote	Unreviewed	Unrev_45582		[Candida] saitoana	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:45582	2023-07-14
45617-Human-endogenous-retrovirus-K-HERV-K-provirus	45617	Human endogenous retrovirus K (HERV-K provirus)	45617, 64382	virus	Unreviewed	Unrev_45617		Human endogenous retrovirus K (HERV-K provirus)	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:45617	2023-07-14
45882-Trichinella-britovi	45882	Trichinella britovi	45882	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:45882	2023-09-01
46221-Porcine-circovirus	46221	Porcine circovirus	46221	virus	Reference	UP000157713		Porcine circovirus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000157713	2023-07-14
46457-Cycloclasticus-oligotrophus	46457	Cycloclasticus oligotrophus	46457	bacterium	Unreviewed	Unrev_46457		Cycloclasticus oligotrophus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:46457	2023-07-14
46472-Aspergillus-versicolor	46472	Aspergillus versicolor	46472	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:46472	2023-09-01
46503-Parabacteroides-merdae	46503	Parabacteroides merdae	46503	bacterium	Non-redundant	UP000004276	411477	Parabacteroides merdae ATCC 43184	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000004276	2023-09-01
46506-Bacteroides-stercoris	46506	Bacteroides stercoris	46506	bacterium	Reference	UP000056419		Bacteroides stercoris (Strain: CL09T03C01)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000056419	2023-07-14
46681-Entamoeba-dispar	46681	Entamoeba dispar	370354	other-eukaryote	Non-Redundant	UP000008076		Entamoeba dispar (strain ATCC PRA-260 / SAW760) (Strain: ATCC PRA-260 / SAW760)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008076	2023-07-14
46771-Simian-virus-12-Baboon-polyomavirus-1	46771	Simian virus 12 (Baboon polyomavirus 1)	46771	virus	Non-Redundant	UP000130309		Simian virus 12	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000130309	2023-07-14
