Species Key	Species ID	Species Label	Active Taxa	Group
28479-Phalaris-aquatica-canary-grass	28479	Phalaris aquatica (canary grass)	28479	plant
28835-Cepaea-nemoralis-banded-grove-snail	28835	Cepaea nemoralis (banded grove snail)	28835	other-eukaryote
28869-Ovine-respiratory-syncytial-virus-ovine-respiratory-syncytial-virus-ORSV	28869	Ovine respiratory syncytial virus (ovine respiratory syncytial virus ORSV)	28869, 79699	virus
28871-Taterapox-virus-Tatera-gerbilpox-virus	28871	Taterapox virus (Tatera gerbilpox virus)	28871	virus
28873-Camelpox-virus	28873	Camelpox virus	28873, 203172, 203173, 203174	virus
28875-Rotavirus-A-Group-A-rotaviruses	28875	Rotavirus A (Group A rotaviruses)	10915, 10917, 10919, 10922, 10923, 10925, 10927, 10933, 10934, 10941, 10944, 10950, 10951, 10952, 10957, 10958, 10959, 10960, 10962, 10967, 12584, 28875, 31563, 31569, 31570, 35333, 35336, 36432, 36439, 37137, 39012, 42567, 48539, 72132, 72133, 73036, 79064, 94432, 101359, 101360, 161240, 195700, 308425, 370529, 374507, 380389, 408598, 408599, 416558, 444185, 444186, 450149, 578831, 697298, 748549, 1835656, 10001215, 10001216, 10002082	virus
28901-Salmonella-enterica	28901	Salmonella enterica	594, 596, 600, 605, 607, 611, 28142, 28901, 29477, 41514, 48409, 54388, 58095, 59201, 59202, 59203, 59205, 70803, 85569, 90370, 90371, 98360, 99287, 108619, 119912, 149385, 149386, 149539, 209261, 216597, 220341, 260677, 272989, 286783, 295319, 321314, 423368, 439843, 439847, 440524, 440534, 486990, 497976, 497977, 550537, 554290, 596155, 913080, 913084, 941187, 984237, 997330, 1016998, 1072572, 1094506, 1124945, 1192560, 1242087, 1395109, 1412521, 1439835, 10000554, 10000738, 10000739, 10000740, 10000742, 10000743, 10001492, 10001493, 10001526, 10001569, 10001570, 10002287	bacterium
28903-Mycoplasmopsis-bovis	28903	Mycoplasmopsis bovis	28903	bacterium
28909-Cynodon-dactylon-Bermuda-grass	28909	Cynodon dactylon (Bermuda grass)	28909	plant
28930-Fagus-sylvatica-European-beech	28930	Fagus sylvatica (European beech)	28930	plant
28982-Taxodium-distichum-bald-cypress	28982	Taxodium distichum (bald cypress)	28982	plant
29073-Ursus-maritimus-white-bear	29073	Ursus maritimus (white bear)	29073	vertebrate
29151-Osmerus-eperlanus-European-smelt	29151	Osmerus eperlanus (European smelt)	29151	vertebrate
29159-Crassostrea-gigas-Pacific-oyster	29159	Crassostrea gigas (Pacific oyster)	29159	other-eukaryote
29170-Ancylostoma-caninum-dog-hookworm	29170	Ancylostoma caninum (dog hookworm)	29170	other-eukaryote
29172-Dictyocaulus-viviparus-bovine-lungworm	29172	Dictyocaulus viviparus (bovine lungworm)	29172	other-eukaryote
29176-Neospora-caninum	29176	Neospora caninum	29176, 572307	other-eukaryote
29271-Dasheen-mosaic-virus-Dasheen-mosaic-potyvirus	29271	Dasheen mosaic virus (Dasheen mosaic potyvirus)	29271	virus
29292-Pyrococcus-abyssi	29292	Pyrococcus abyssi	29292, 272844	archeobacterium
29320-Paenarthrobacter-nicotinovorans-Arthrobacter-nicotinivorans	29320	Paenarthrobacter nicotinovorans (Arthrobacter nicotinivorans)	29320	bacterium
29355-Ruminiclostridium-cellobioparum	29355	Ruminiclostridium cellobioparum	29355, 29371	bacterium
29362-Ruminiclostridium-papyrosolvens	29362	Ruminiclostridium papyrosolvens	29362	bacterium
29380-Staphylococcus-caprae	29380	Staphylococcus caprae	29380, 525378	bacterium
29385-Staphylococcus-saprophyticus	29385	Staphylococcus saprophyticus	342451	bacterium
29388-Staphylococcus-capitis	29388	Staphylococcus capitis	29388, 435838	bacterium
29430-Acinetobacter-haemolyticus	29430	Acinetobacter haemolyticus	29430, 707232, 10001530, 10001531	bacterium
29438-Pseudomonas-savastanoi	29438	Pseudomonas savastanoi	318, 319, 29438, 264730, 10001697	bacterium
29442-Pseudomonas-tolaasii	29442	Pseudomonas tolaasii	29442	bacterium
29447-Xanthomonas-albilineans	29447	Xanthomonas albilineans	29447	bacterium
29459-Brucella-melitensis	29459	Brucella melitensis	29459, 224914, 520464, 546272, 703352, 1029825, 1247411, 1286630	bacterium
29461-Brucella-suis-Brucella-melitensis-bv-Suis	29461	Brucella suis (Brucella melitensis bv. Suis)	29461, 204722, 470137, 645170	bacterium
29466-Veillonella-parvula	29466	Veillonella parvula	29466	bacterium
29484-Yersinia-frederiksenii	29484	Yersinia frederiksenii	349966	bacterium
29497-Vibrio-splendidus	29497	Vibrio splendidus	314291	bacterium
29507-Leptospira-kirschneri	29507	Leptospira kirschneri	29507, 293083, 1193047	bacterium
29518-Borreliella-afzelii	29518	Borreliella afzelii	29518, 390236	bacterium
29519-Borreliella-garinii	29519	Borreliella garinii	29519, 1081646, 10000530	bacterium
29523-Bacteroides-sp	29523	Bacteroides sp.	29523	bacterium
29543-Pelobacter-propionicus	29543	Pelobacter propionicus	338966	bacterium
29552-Haploplasma-axanthum	29552	Haploplasma axanthum	29552	bacterium
29575-Taylorella-equigenitalis	29575	Taylorella equigenitalis	743973	bacterium
29659-Poa-nemoralis	29659	Poa nemoralis	29659	plant
29661-Anthoxanthum-odoratum	29661	Anthoxanthum odoratum	29661	plant
29679-Holcus-lanatus-velvet-grass	29679	Holcus lanatus (velvet grass)	29679	plant
29695-Phragmites-australis-common-reed	29695	Phragmites australis (common reed)	29695	plant
29715-Ambrosia-psilostachya	29715	Ambrosia psilostachya	29715	plant
29760-Vitis-vinifera-wine-grape	29760	Vitis vinifera (wine grape)	29760	plant
29780-Mangifera-indica-mango	29780	Mangifera indica (mango)	29780	plant
29908-Sporothrix-schenckii	29908	Sporothrix schenckii	29908, 1397361	other-eukaryote
29916-Fusarium-sp-Albonectria-sp	29916	Fusarium sp. (Albonectria sp.)	29916	other-eukaryote
29917-Cladosporium-cladosporioides	29917	Cladosporium cladosporioides	29917	other-eukaryote
29918-Cladosporium-herbarum-Dematium-vulgare	29918	Cladosporium herbarum (Dematium vulgare)	29918	other-eukaryote
29960-Penaeus-indicus	29960	Penaeus indicus	29960	other-eukaryote
30011-Pyrophorus-plagiophthalamus	30011	Pyrophorus plagiophthalamus	30011	other-eukaryote
30069-Anopheles-stephensi-Asian-malaria-mosquito	30069	Anopheles stephensi (Asian malaria mosquito)	30069	other-eukaryote
30211-Vespula-flavopilosa	30211	Vespula flavopilosa	30211	other-eukaryote
30215-Vespula-vidua	30215	Vespula vidua	30215	other-eukaryote
30493-Triakis-semifasciata-leopard-shark	30493	Triakis semifasciata (leopard shark)	30493	vertebrate
30522-Bos-indicus-x-Bos-taurus-hybrid-cow	30522	Bos indicus x Bos taurus (hybrid cow)	30522	vertebrate
30538-Vicugna-pacos-alpaca	30538	Vicugna pacos (alpaca)	30538	vertebrate
30586-Saguinus-midas-Midas-tamarin	30586	Saguinus midas (Midas tamarin)	78354	vertebrate
31246-Schistosoma-mattheei	31246	Schistosoma mattheei	31246	other-eukaryote
31276-Perkinsus-marinus	31276	Perkinsus marinus	31276, 423536	other-eukaryote
31330-Ephydatia-fluviatilis	31330	Ephydatia fluviatilis	31330	other-eukaryote
31721-Beet-necrotic-yellow-vein-virus-Beet-necrotic-yellow-vein-mosaic-virus	31721	Beet necrotic yellow vein virus (Beet necrotic yellow vein mosaic virus)	31721	virus
31909-Halothermothrix-orenii	31909	Halothermothrix orenii	373903	bacterium
32025-Helicobacter-hepaticus	32025	Helicobacter hepaticus	32025, 235279	bacterium
32049-Synechococcus-sp-PCC-7002-Agmenellum-quadruplicatum-PR-6	32049	Synechococcus sp. PCC 7002 (Agmenellum quadruplicatum PR-6)	32049	bacterium
32201-Carya-illinoinensis-pecan	32201	Carya illinoinensis (pecan)	32201	plant
32278-Metapenaeus-ensis	32278	Metapenaeus ensis	32278	other-eukaryote
32544-Dasyuroides-byrnei-kowari	32544	Dasyuroides byrnei (kowari)	32544	vertebrate
32630-synthetic-construct	32630	synthetic construct	32630	other
33025-Phascolarctobacterium-faecium	33025	Phascolarctobacterium faecium	33025	bacterium
33038-[Ruminococcus]-gnavus	33038	[Ruminococcus] gnavus	33038	bacterium
33039-[Ruminococcus]-torques	33039	[Ruminococcus] torques	33039	bacterium
33060-Yersinia-mollaretii	33060	Yersinia mollaretii	349967	bacterium
33069-Pseudomonas-viridiflava	33069	Pseudomonas viridiflava	33069	bacterium
33075-Acidobacterium-capsulatum	33075	Acidobacterium capsulatum	33075	bacterium
33127-Parietaria-judaica	33127	Parietaria judaica	33127	plant
33178-Aspergillus-terreus	33178	Aspergillus terreus	33178, 341663	other-eukaryote
33934-Anoxybacillus-flavithermus	33934	Anoxybacillus flavithermus	33934	bacterium
33940-Geobacillus-thermodenitrificans	33940	Geobacillus thermodenitrificans	420246	bacterium
33943-Kyrpidia-tusciae	33943	Kyrpidia tusciae	33943	bacterium
33959-Lactobacillus-johnsonii	33959	Lactobacillus johnsonii	33959, 10001913	bacterium
33972-Streptococcus-sp-group-C	33972	Streptococcus sp. 'group C'	33972	bacterium
33989-Rickettsia-amblyommatis	33989	Rickettsia amblyommatis	33989	bacterium
33990-Rickettsia-bellii	33990	Rickettsia bellii	33990, 336407, 391896	bacterium
34038-Rahnella-aquatilis	34038	Rahnella aquatilis	34038	bacterium
34245-Zinnia-elegans-garden-zinnia	34245	Zinnia elegans (garden zinnia)	34245	plant
34317-Eucalyptus-globulus-blue-gum	34317	Eucalyptus globulus (blue gum)	34317	plant
34504-Paragonimus-westermani	34504	Paragonimus westermani	34504	other-eukaryote
34506-Strongyloides-ratti	34506	Strongyloides ratti	34506	other-eukaryote
34610-Amblyomma-variegatum-tropical-bont-tick	34610	Amblyomma variegatum (tropical bont tick)	34610	other-eukaryote
34613-Ixodes-ricinus-castor-bean-tick	34613	Ixodes ricinus (castor bean tick)	34613	other-eukaryote
34631-Rhipicephalus-appendiculatus	34631	Rhipicephalus appendiculatus	34631	other-eukaryote
34632-Rhipicephalus-sanguineus-brown-dog-tick	34632	Rhipicephalus sanguineus (brown dog tick)	34632	other-eukaryote
34821-Sebastes-marinus-redfish	34821	Sebastes marinus (redfish)	34821	vertebrate
34828-Eulemur-mongoz-mongoose-lemur	34828	Eulemur mongoz (mongoose lemur)	34828	vertebrate
34839-Chinchilla-lanigera-long-tailed-chinchilla	34839	Chinchilla lanigera (long-tailed chinchilla)	34839	vertebrate
34862-Otospermophilus-beecheyi-California-ground-squirrel	34862	Otospermophilus beecheyi (California ground squirrel)	34862	vertebrate
35241-Lactococcus-phage-Tuc2009-Bacteriophage-Tuc2009	35241	Lactococcus phage Tuc2009 (Bacteriophage Tuc2009)	35241	virus
35258-Lambdapapillomavirus-2-Canine-oral-papillomavirus	35258	Lambdapapillomavirus 2 (Canine oral papillomavirus)	35258	virus
35269-Woodchuck-hepatitis-virus-Woodchuck-hepatitis-B-virus	35269	Woodchuck hepatitis virus (Woodchuck hepatitis B virus)	10430, 10432, 10433, 35269, 341946	virus
35275-Murine-endogenous-retrovirus-Murine-endogenous-virus-EMV-1	35275	Murine endogenous retrovirus (Murine endogenous virus EMV-1)	35275	virus
35288-Grapevine-virus-A	35288	Grapevine virus A	35288	virus
35297-Striped-jack-nervous-necrosis-virus	35297	Striped jack nervous necrosis virus	35297	virus
35345-Lactococcus-phage-TP901-1-Bacteriophage-TP901-1	35345	Lactococcus phage TP901-1 (Bacteriophage TP901-1)	35345	virus
35658-Mastomys-coucha-southern-multimammate-mouse	35658	Mastomys coucha (southern multimammate mouse)	35658	vertebrate
35670-Naja-naja-Indian-cobra	35670	Naja naja (Indian cobra)	35670	vertebrate
35722-Parasitella-parasitica	35722	Parasitella parasitica	35722	other-eukaryote
35725-Macrophomina-phaseolina-charcoal-rot	35725	Macrophomina phaseolina (charcoal rot)	35725, 1126212	other-eukaryote
35788-Rickettsia-africae	35788	Rickettsia africae	35788	bacterium
35791-Rickettsia-massiliae	35791	Rickettsia massiliae	35791, 416276	bacterium
35792-Rickettsia-parkeri	35792	Rickettsia parkeri	35792	bacterium
35793-Rickettsia-sibirica	35793	Rickettsia sibirica	35793, 272951	bacterium
35795-Ehrlichia-muris	35795	Ehrlichia muris	35795	bacterium
35797-Nitrococcus-mobilis	35797	Nitrococcus mobilis	35797, 314278	bacterium
35818-Helicobacter-pullorum	35818	Helicobacter pullorum	35818	bacterium
35938-Robinia-pseudoacacia-black-locust	35938	Robinia pseudoacacia (black locust)	35938	plant
36025-Nakazawaea-holstii	36025	Nakazawaea holstii	36025	other-eukaryote
36080-Mucor-circinelloides	36080	Mucor circinelloides	36080, 1220926	other-eukaryote
36087-Trichuris-trichiura-human-whipworm	36087	Trichuris trichiura (human whipworm)	36087	other-eukaryote
36176-Chiloscyllium-plagiosum-whitespotted-bambooshark	36176	Chiloscyllium plagiosum (whitespotted bambooshark)	36176	vertebrate
36229-Papio-ursinus-baboon	36229	Papio ursinus (baboon)	36229	vertebrate
36307-Deinagkistrodon-acutus-Chinese-moccasin	36307	Deinagkistrodon acutus (Chinese moccasin)	36307	vertebrate
36330-Plasmodium-ovale-malaria-parasite-P-ovale	36330	Plasmodium ovale (malaria parasite P. ovale)	864141	other-eukaryote
36403-Potato-virus-T-Potato-trichovirus-T	36403	Potato virus T (Potato trichovirus T)	36403	virus
36470-Streptococcus-sp-group-A	36470	Streptococcus sp. 'group A'	36470	bacterium
36596-Prunus-armeniaca-apricot	36596	Prunus armeniaca (apricot)	36596	plant
36651-Penicillium-digitatum	36651	Penicillium digitatum	36651	other-eukaryote
36809-Mycobacteroides-abscessus	36809	Mycobacteroides abscessus	36809, 1198627	bacterium
36845-Clostridium-intestinale	36845	Clostridium intestinale	36845	bacterium
36855-Brucella-canis-Brucella-melitensis-bv-Canis	36855	Brucella canis (Brucella melitensis bv. Canis)	36855, 483179	bacterium
36873-Paraburkholderia-xenovorans	36873	Paraburkholderia xenovorans	266265	bacterium
36911-Clavispora-lusitaniae-Clavispora-imtechensis-nom,-inval	36911	Clavispora lusitaniae (Clavispora imtechensis (nom, inval.))	36911	other-eukaryote
36914-Lodderomyces-elongisporus	36914	Lodderomyces elongisporus	36914, 379508	other-eukaryote
36936-Lepidoglyphus-destructor	36936	Lepidoglyphus destructor	36936	other-eukaryote
37124-Chikungunya-virus	37124	Chikungunya virus	37124, 371094, 371095, 10001934, 10001997, 10002144, 10002197, 10002694, 10002695, 10002696	virus
37128-Potato-mop-top-virus-Potato-mop-top-virus	37128	Potato mop-top virus (Potato mop top virus)	37128	virus
37207-Rio-Segundo-hantavirus-Reithrodontomys-mexicanus-hantavirus	37207	Rio Segundo hantavirus (Reithrodontomys mexicanus hantavirus)	37207	virus
37293-Aotus-nancymaae-Mas-night-monkey	37293	Aotus nancymaae (Ma's night monkey)	37293	vertebrate
37326-Nocardia-brasiliensis-Nocardia-brasilensis	37326	Nocardia brasiliensis (Nocardia brasilensis)	37326	bacterium
37329-Nocardia-farcinica	37329	Nocardia farcinica	37329	bacterium
37332-Nocardia-seriolae	37332	Nocardia seriolae	37332	bacterium
37347-Tupaia-belangeri-common-tree-shrew	37347	Tupaia belangeri (common tree shrew)	37347	vertebrate
37653-Octopus-bimaculoides-California-two-spot-octopus	37653	Octopus bimaculoides (California two-spot octopus)	37653	other-eukaryote
37682-Aegilops-tauschii	37682	Aegilops tauschii	37682	plant
37734-Enterococcus-casseliflavus	37734	Enterococcus casseliflavus	37734	bacterium
37769-Cryptococcus-gattii-VGI	37769	Cryptococcus gattii VGI	37769, 367775	other-eukaryote
38020-marmosets	38020	marmosets	38020	vertebrate
38033-Chaetomium-globosum	38033	Chaetomium globosum	38033, 306901	other-eukaryote
38170-Avian-orthoreovirus-Avian-reovirus	38170	Avian orthoreovirus (Avian reovirus)	38170, 38171, 61431, 77153, 253446, 407102, 1171667, 10001918, 10002815, 10002816	virus
38286-Corynebacterium-afermentans	38286	Corynebacterium afermentans	38286	bacterium
38289-Corynebacterium-jeikeium	38289	Corynebacterium jeikeium	38289, 306537	bacterium
38323-Bartonella-henselae	38323	Bartonella henselae	38323, 283166	bacterium
38527-Abramis-brama-bream	38527	Abramis brama (bream)	38527	vertebrate
38767-Lyssavirus-duvenhage-Duvenhage-lyssavirus	38767	Lyssavirus duvenhage (Duvenhage lyssavirus)	38767	virus
38873-Fraxinus-excelsior-European-ash	38873	Fraxinus excelsior (European ash)	38873	plant
39152-Methanococcus-maripaludis	39152	Methanococcus maripaludis	39152, 267377	archeobacterium
39414-Plantago-lanceolata-ribgrass	39414	Plantago lanceolata (ribgrass)	39414	plant
39483-Faecalitalea-cylindroides	39483	Faecalitalea cylindroides	39483, 717960	bacterium
39486-Dorea-formicigenerans	39486	Dorea formicigenerans	411461	bacterium
39491-[Eubacterium]-rectale	39491	[Eubacterium] rectale	515619	bacterium
39584-Juniperus-virginiana-red-cedar	39584	Juniperus virginiana (red cedar)	39584	plant
39691-Mycolicibacterium-moriokaense	39691	Mycolicibacterium moriokaense	39691	bacterium
39778-Veillonella-dispar	39778	Veillonella dispar	39778	bacterium
39803-Qubevirus-durum-Allolevivirus-subgroup-III	39803	Qubevirus durum (Allolevivirus subgroup III)	39803	virus
39950-Dialister-pneumosintes	39950	Dialister pneumosintes	39950	bacterium
40050-African-horse-sickness-virus-African-horse-sickness-group	40050	African horse sickness virus (African horse sickness group)	36421, 40050, 86062, 117204	virus
40051-Bluetongue-virus-Bluetongue-virus-group	40051	Bluetongue virus (Bluetongue virus group)	10900, 10903, 10904, 10906, 33717, 33718, 35327, 35328, 35329, 35330, 35331, 35332, 36423, 40051, 45029, 45030, 45031, 45032, 94966, 94967, 197780, 197781, 248909, 248910, 248911, 248912, 248913, 248914, 248915, 10002006, 10002027, 10002028	virus
40054-Epizootic-hemorrhagic-disease-virus-Epizootic-haemorragic-disease-virus	40054	Epizootic hemorrhagic disease virus (Epizootic haemorragic disease virus)	33720, 40054, 225976	virus
40214-Acinetobacter-johnsonii	40214	Acinetobacter johnsonii	40214	bacterium
40216-Acinetobacter-radioresistens	40216	Acinetobacter radioresistens	40216	bacterium
40247-Dasypyrum-villosum	40247	Dasypyrum villosum	40247	plant
40263-Endothia-gyrosa	40263	Endothia gyrosa	40263	other-eukaryote
40324-Stenotrophomonas-maltophilia	40324	Stenotrophomonas maltophilia	40324, 868597	bacterium
40355-Fonsecaea-pedrosoi	40355	Fonsecaea pedrosoi	40355	other-eukaryote
40697-Blomia-tropicalis	40697	Blomia tropicalis	40697	other-eukaryote
40834-Borrelia-duttonii	40834	Borrelia duttonii	40834, 412419	bacterium
41210-Chionoecetes-opilio-snow-crab	41210	Chionoecetes opilio (snow crab)	41210	other-eukaryote
41997-Enterococcus-saccharolyticus	41997	Enterococcus saccharolyticus	41997	bacterium
42068-Pneumocystis-jirovecii	42068	Pneumocystis jirovecii	42068	other-eukaryote
42097-Isla-Vista-hantavirus-Isla-Vista-virus	42097	Isla Vista hantavirus (Isla Vista virus)	42097	virus
42157-Onchocerca-ochengi	42157	Onchocerca ochengi	42157	other-eukaryote
42199-Centruroides-infamatus	42199	Centruroides infamatus	42199	other-eukaryote
42229-Prunus-avium-gean	42229	Prunus avium (gean)	42229	plant
42345-Phoenix-dactylifera-date-palm	42345	Phoenix dactylifera (date palm)	42345	plant
42358-Hantavirus-Monongahela-3	42358	Hantavirus Monongahela-3	42358	virus
42374-Candida-dubliniensis	42374	Candida dubliniensis	42374, 573826	other-eukaryote
42716-Didelphis-albiventris-white-eared-opossum	42716	Didelphis albiventris (white-eared opossum)	42716	vertebrate
42862-Rickettsia-felis	42862	Rickettsia felis	42862, 315456	bacterium
43130-Onion-yellow-dwarf-virus-onion-yellow-dwarf-potyvirus	43130	Onion yellow dwarf virus (onion yellow dwarf potyvirus)	43130	virus
43147-Aotus-lemurinus-lemurine-night-monkey	43147	Aotus lemurinus (lemurine night monkey)	43147	vertebrate
43263-Pseudomonas-alcaligenes	43263	Pseudomonas alcaligenes	43263	bacterium
43304-Mycolicibacterium-peregrinum	43304	Mycolicibacterium peregrinum	43304	bacterium
43335-Populus-alba-abele	43335	Populus alba (abele)	43335	plant
43763-Redspotted-grouper-nervous-necrosis-virus-Grouper-nervous-necrosis-virus	43763	Redspotted grouper nervous necrosis virus (Grouper nervous necrosis virus)	43763, 292633, 421748	virus
43765-Corynebacterium-amycolatum	43765	Corynebacterium amycolatum	43765	bacterium
43767-Prescottella-equi	43767	Prescottella equi	43767	bacterium
43777-Pithecia-pithecia-Guianan-saki	43777	Pithecia pithecia (Guianan saki)	43777	vertebrate
43853-Toxicodendron-radicans-eastern-poison-ivy	43853	Toxicodendron radicans (eastern poison ivy)	43853	plant
44001-Caldicellulosiruptor-saccharolyticus	44001	Caldicellulosiruptor saccharolyticus	351627	bacterium
44088-Canarypox-virus-Avipoxvirus-clade-B1	44088	Canarypox virus (Avipoxvirus clade B1)	44088	virus
44271-Leishmania-chagasi	44271	Leishmania chagasi	44271	other-eukaryote
44386-Haemaphysalis-longicornis-longhorned-tick	44386	Haemaphysalis longicornis (longhorned tick)	44386	other-eukaryote
44397-Melospiza-melodia-song-sparrow	44397	Melospiza melodia (song sparrow)	44397	vertebrate
44689-Dictyostelium-discoideum	44689	Dictyostelium discoideum	44689, 366501	other-eukaryote
44755-New-York-hantavirus-New-York-virus	44755	New York hantavirus (New York virus)	44755	virus
45235-Tolypocladium-capitatum	45235	Tolypocladium capitatum	45235	other-eukaryote
45352-Morone-chrysops-x-Morone-saxatilis-white-bass-x-striped-sea-bass	45352	Morone chrysops x Morone saxatilis (white bass x striped sea-bass)	45352	vertebrate
45582-[Candida]-saitoana	45582	[Candida] saitoana	45582	other-eukaryote
45617-Human-endogenous-retrovirus-K-HERV-K-provirus	45617	Human endogenous retrovirus K (HERV-K provirus)	45617, 64382	virus
45882-Trichinella-britovi	45882	Trichinella britovi	45882	other-eukaryote
46221-Porcine-circovirus	46221	Porcine circovirus	46221	virus
46457-Cycloclasticus-oligotrophus	46457	Cycloclasticus oligotrophus	46457	bacterium
46472-Aspergillus-versicolor	46472	Aspergillus versicolor	46472	other-eukaryote
46503-Parabacteroides-merdae	46503	Parabacteroides merdae	46503	bacterium
46506-Bacteroides-stercoris	46506	Bacteroides stercoris	46506	bacterium
46681-Entamoeba-dispar	46681	Entamoeba dispar	370354	other-eukaryote
46771-Simian-virus-12-Baboon-polyomavirus-1	46771	Simian virus 12 (Baboon polyomavirus 1)	46771	virus
46835-Fasciola-gigantica	46835	Fasciola gigantica	46835	other-eukaryote
46920-Rio-Mamore-hantavirus-Rio-Mamore-virus	46920	Rio Mamore hantavirus (Rio Mamore virus)	46920, 379963	virus
47000-Equine-rhinitis-A-virus-Equine-Rhinovirus-type-1	47000	Equine rhinitis A virus (Equine Rhinovirus type 1)	47000, 10000835	virus
47308-Neogobius-melanostomus-round-goby	47308	Neogobius melanostomus (round goby)	47308	vertebrate
47466-Borrelia-miyamotoi	47466	Borrelia miyamotoi	47466, 1292392, 1302858	bacterium
47678-Bacteroides-caccae	47678	Bacteroides caccae	47678	bacterium
47770-Lactobacillus-crispatus	47770	Lactobacillus crispatus	47770, 679188	bacterium
47845-Brachybacterium-alimentarium	47845	Brachybacterium alimentarium	47845	bacterium
47877-Pseudomonas-amygdali	47877	Pseudomonas amygdali	129138, 10001698, 10001700	bacterium
47985-Grapevine-leafroll-associated-virus-1	47985	Grapevine leafroll-associated virus 1	47985	virus
48216-Echinostoma-hortense	48216	Echinostoma hortense	48216	other-eukaryote
48483-Reclinomonas-americana	48483	Reclinomonas americana	48483	other-eukaryote
48935-Novosphingobium-aromaticivorans	48935	Novosphingobium aromaticivorans	48935	bacterium
49011-Hesperocyparis-arizonica	49011	Hesperocyparis arizonica	49011	plant
49266-Fucus-vesiculosus	49266	Fucus vesiculosus	49266	other-eukaryote
49318-Secale-cereale-x-Triticum-aestivum-octaploid-triticale	49318	Secale cereale x Triticum aestivum (octaploid triticale)	49318	plant
49338-Desulfitobacterium-hafniense	49338	Desulfitobacterium hafniense	272564	bacterium
49511-Piper-longum	49511	Piper longum	49511	plant
49797-Baptisia-tinctoria-horseflyweed	49797	Baptisia tinctoria (horseflyweed)	49797	plant
49827-Glycyrrhiza-glabra	49827	Glycyrrhiza glabra	49827	plant
51022-Ancylostoma-duodenale	51022	Ancylostoma duodenale	51022	other-eukaryote
51031-Necator-americanus-New-World-hookworm	51031	Necator americanus (New World hookworm)	51031	other-eukaryote
51240-Juglans-regia-English-walnut	51240	Juglans regia (English walnut)	51240	plant
51680-Ribgrass-mosaic-virus	51680	Ribgrass mosaic virus	51680	virus
52299-Rudbeckia-hirta	52299	Rudbeckia hirta	52299	plant
52769-Actinomyces-gerencseriae	52769	Actinomyces gerencseriae	52769	bacterium
53182-Feline-foamy-virus-Feline-syncytial-virus	53182	Feline foamy virus (Feline syncytial virus)	53182	virus
53326-Ancylostoma-ceylanicum	53326	Ancylostoma ceylanicum	53326	other-eukaryote
53432-Nocardia-uniformis	53432	Nocardia uniformis	96045	bacterium
53749-Echinacea-pallida	53749	Echinacea pallida	53749	plant
53751-Echinacea-purpurea	53751	Echinacea purpurea	53751	plant
54390-Micrurus-corallinus-painted-coral-snake	54390	Micrurus corallinus (painted coral snake)	54390	vertebrate
54563-Rutilus-frisii-Black-Sea-roach	54563	Rutilus frisii (Black Sea roach)	54563	vertebrate
54736-Salmonella-bongori	54736	Salmonella bongori	54736	bacterium
54766-Cloning-vector-pGEX-6P-3	54766	Cloning vector pGEX-6P-3	54766	other
55194-Malassezia-furfur-Pityriasis-Tinea-versicolor-infection-agent	55194	Malassezia furfur (Pityriasis (Tinea) versicolor infection agent)	55194	other-eukaryote
55429-Megathura-crenulata	55429	Megathura crenulata	55429	other-eukaryote
55513-Pistacia-vera-pistachio	55513	Pistacia vera (pistachio)	55513	plant
55518-Magnetospirillum-gryphiswaldense	55518	Magnetospirillum gryphiswaldense	431944	bacterium
55521-Rapana-venosa-veined-rapa-whelk	55521	Rapana venosa (veined rapa whelk)	55521	other-eukaryote
55601-Vibrio-anguillarum	55601	Vibrio anguillarum	55601	bacterium
55635-Inula-helenium-elecampane	55635	Inula helenium (elecampane)	55635	plant
55883-Mycobacterium-avium-intracellulare	55883	Mycobacterium avium-intracellulare	55883	bacterium
55951-Grapevine-leafroll-associated-virus-3-Grape-leafroll-associated-virus-3	55951	Grapevine leafroll-associated virus 3 (Grape leafroll-associated virus-3)	55951	virus
56448-Xanthomonas-arboricola	56448	Xanthomonas arboricola	56448	bacterium
56636-Aeropyrum-pernix	56636	Aeropyrum pernix	56636, 272557	archeobacterium
56665-Fusarium-kyushuense	56665	Fusarium kyushuense	56665	other-eukaryote
57068-Acanthisitta-chloris-rifleman	57068	Acanthisitta chloris (rifleman)	57068	vertebrate
57078-Dicrocoelium-dendriticum	57078	Dicrocoelium dendriticum	57078	other-eukaryote
57282-Human-endogenous-retrovirus-H	57282	Human endogenous retrovirus H	57282, 129526	virus
57372-Mycoplasma-suis	57372	Mycoplasma suis	57372	bacterium
57667-Simian-Human-immunodeficiency-virus-SIV_HIV	57667	Simian-Human immunodeficiency virus (SIV/HIV)	57667	virus
57865-Gymnocephalus-cernua-ruffe	57865	Gymnocephalus cernua (ruffe)	57865	vertebrate
57975-Burkholderia-thailandensis	57975	Burkholderia thailandensis	57975, 271848	bacterium
58029-Cephalotaxus-harringtonia-Cephalotaxus-harringtonii	58029	Cephalotaxus harringtonia (Cephalotaxus harringtonii)	58029	plant
58172-Paenibacillus-sp	58172	Paenibacillus sp.	58172	bacterium
58216-Loxosceles-gaucho	58216	Loxosceles gaucho	58216	other-eukaryote
58217-Loxosceles-laeta	58217	Loxosceles laeta	58217	other-eukaryote
58218-Loxosceles-intermedia	58218	Loxosceles intermedia	58218	other-eukaryote
