Unnamed: 0	Organism ID	Organism Name	Accession	Protein Name	Parent Database	Parent Accession	Parent Name	Unnamed: 7	Unnamed: 8	Unnamed: 9	Accession Gene
1140	1980486	Puumala orthohantavirus (nephropathia epidemica virus)	SRC280059	Nucleoprotein	UniProt	P27313	Nucleoprotein				N
1141	2261	Pyrococcus furiosus	SRC551284	thioredoxin family protein	UniProt	Q8U218	Peroxiredoxin				PF1033
1142	593107	Pyrophorus angustus luscus	SRC549756	luciferase	UniProt	D2KV87	Luciferase-like protein				PaLL
1143	114742	Pythium insidiosum	SRC313672	exo-1,3-beta glucanase	UniProt	A0A2D4C4Z9	Putative exo-1,3-beta-glucanase				PINS_009316
1144	11292	Rabies lyssavirus (Rabies virus)	SRC266014	RNA polymerase	UniProt	P11213	Large structural protein				L
1145	11292	Rabies lyssavirus (Rabies virus)	SRC279966	Phosphoprotein	UniProt	P06747	Phosphoprotein				P
1146	11292	Rabies lyssavirus (Rabies virus)	SRC279987	Glycoprotein G	UniProt	P08667	Glycoprotein				G
1147	11292	Rabies lyssavirus (Rabies virus)	SRC280087	Nucleoprotein	UniProt	P06025	Nucleoprotein				N
1148	10116	Rattus norvegicus (brown rat)	SRC245712	Alpha-1-antitrypsin	UniProt	P17475	Alpha-1-antiproteinase				Serpina1
1149	10116	Rattus norvegicus (brown rat)	SRC247901	nicotinic acetylcholine receptor	UniProt	P09483	Neuronal acetylcholine receptor subunit alpha-4				Chrna4
1150	10116	Rattus norvegicus (brown rat)	SRC251712	skeletal myosin	UniProt	Q9Z2X5	Homer protein homolog 3				Homer3
1151	10116	Rattus norvegicus (brown rat)	SRC301267	protocadherin	UniProt	Q8R508	Protocadherin Fat 3				Fat3
1152	10116	Rattus norvegicus (brown rat)	SRC301268	neural cell adhesion molecule 1	UniProt	P13596	Neural cell adhesion molecule 1				Ncam1
1153	10116	Rattus norvegicus (brown rat)	SRC414509	NACHT and WD repeat domain-containing protein 2	UniProt	A0A0G2JZT1	NACHT and WD repeat domain-containing 2				Nwd2
1154	10116	Rattus norvegicus (brown rat)	SRC543542	myelin P2 protein	UniProt	D3ZFG5	Myelin P2 protein				Pmp2
1155	60189	Rhipicephalus decoloratus	SRC269141	Intestinal cell surface glycoprotein	UniProt	A1XQW1	Intestinal cell surface glycoprotein				
1156	781	Rickettsia conorii	SRC280166	Outer membrane protein B	UniProt	Q9KKA3	Outer membrane protein B				ompB
1157	11241	Rinderpest morbillivirus (Rinderpest virus)	SRC280178	Nucleoprotein	UniProt	A0A0H5BN46	Nucleocapsid				N
1158	11041	Rubella virus	SRC265968	Structural polyprotein	UniProt	P07566	Structural polyprotein				
1159	4932	Saccharomyces cerevisiae (baker's yeast)	SRC257039	ribosomal protein L2B	UniProt	P0CX46	60S ribosomal protein L2-B				RPL2B
1160	11080	Saint Louis encephalitis virus (St. Louis encephalitis virus)	SRC280044	polyprotein	UniProt	D8L538	Core protein				
1161	8030	Salmo salar (Atlantic salmon)	SRC241469	salmon-type gonadotropin-releasing hormone (GnRH)	UniProt	A0A1S2WYV5	Gonadoliberin				gnrh
1162	28901	Salmonella enterica	SRC299139	Selenophosphate-dependent tRNA 2-selenouridine synthase	UniProt	Q8ZR88	tRNA 2-selenouridine synthase				selU
1163	6182	Schistosoma japonicum	SRC240209	Soluble egg antigen	UniProt	Q5DCB2	SJCHGC06858 protein				EWB00_010328
1164	6182	Schistosoma japonicum	SRC522283	Saposin B domain-containing protein	UniProt	A0A4Z2DDU3	Saposin B domain-containing protein isoform 3				EWB00_002082
1165	6182	Schistosoma japonicum	SRC536329	cathepsin D (lysosomal aspartyl protease)	UniProt	A0A4Z2DHJ1	Cathepsin D				EWB00_000908
1166	6182	Schistosoma japonicum	SRC536330	hypothetical protein EWB00_009944	UniProt	A0A4Z2DQK4	Cystatin domain-containing protein				EWB00_009944
1167	6182	Schistosoma japonicum	SRC536334	micro exon gene 19	UniProt	A0A4Z2CWR6	Uncharacterized Protein				EWB00_006921
1168	6182	Schistosoma japonicum	SRC536337	micro exon gene 26.2	UniProt	A0A4Z2DPR0	Uncharacterized Protein				EWB00_010182
1169	6182	Schistosoma japonicum	SRC536339	micro exon gene 26.5	UniProt	A0A4Z2D8P8	Uncharacterized Protein				EWB00_003333
1170	6182	Schistosoma japonicum	SRC536342	micro exon gene 4.1 C	UniProt	A0A4Z2DBA9	Antigen 10-3 isoform 1				EWB00_002847
1171	6182	Schistosoma japonicum	SRC536346	micro exon gene 8.2 C	UniProt	A0A4Z2CUH9	Uncharacterized Protein				EWB00_007522
1172	6182	Schistosoma japonicum	SRC536352	Group XV phospholipase A2	UniProt	A0A4Z2DS21	Group XV phospholipase A2				EWB00_009015
1173	6182	Schistosoma japonicum	SRC536353	palmitoyl-protein thioesterase 1	UniProt	A0A4Z2D4E3	Palmitoyl-protein hydrolase 1				EWB00_004654
1174	6182	Schistosoma japonicum	SRC536354	tetraspanin-CD63 receptor isoform 1	UniProt	A0A4Z2D3Y2	Tetraspanin-CD63 receptor isoform 1				EWB00_004759
1175	6182	Schistosoma japonicum	SRC536883	phospholipase A1	UniProt	A0A4Z2DS21	Group XV phospholipase A2				EWB00_009015
1176	6183	Schistosoma mansoni	SRC14833	surface protein 9B	UniProt	G4V6W4	Putative serpin				
1177	6183	Schistosoma mansoni	SRC280385	Fatty acid binding protein	UniProt	P29498	14 kDa fatty acid-binding protein				
1178	11033	Semliki Forest virus	SRC280145	Structural polyprotein	UniProt	P03315	Structural polyprotein				
1179	623	Shigella flexneri (Escherichia/Shigella flexneri)	SRC276204	Outer membrane protein 1b	UniProt	A0A2S4MYF8	Outer membrane protein C				ompC
1180	11642	Simian foamy virus	SRC499792	envelope glycoprotein	UniProt	Q87041	Envelope glycoprotein gp130				env
1181	11723	Simian immunodeficiency virus (Chimpanzee immunodeficiency virus)	SRC279939	Envelope glycoprotein gp160	UniProt	P19503	Envelope glycoprotein gp160				env
1182	11723	Simian immunodeficiency virus (Chimpanzee immunodeficiency virus)	SRC528257	gag protein	UniProt	P19504	Gag polyprotein				gag
1183	11034	Sindbis virus	SRC276223	Structural polyprotein	UniProt	P03316	Structural polyprotein				
1184	31604	Small ruminant morbillivirus (Pseudorinderpest virus)	SRC280163	nucleocapsid protein	UniProt	Q83138	Nucleocapsid				N
1185	1334	Streptococcus dysgalactiae	SRC325882	glyceraldehyde-3-phosphate dehydrogenase	UniProt	C5WJ53	Glyceraldehyde-3-phosphate dehydrogenase				gapA
1186	1309	Streptococcus mutans	SRC280384	Glucosyltransferase-I	UniProt	P08987	Glucosyltransferase-I				gtfB
1187	1309	Streptococcus mutans	SRC280388	Cell surface antigen SpaP	UniProt	P23504	Cell surface antigen I/II				spaP
1188	1313	Streptococcus pneumoniae	SRC279951	Surface protein pspA	UniProt	Q8DRI0	Surface protein pspA				pspA
1189	1313	Streptococcus pneumoniae	SRC323064	pneumococcal histidine triad protein D	UniProt	Q8DQ08	Pneumococcal histidine triad protein D				phtD
1190	1313	Streptococcus pneumoniae	SRC323065	pneumococcal histidine triad protein E	UniProt	Q8DQ07	Pneumococcal histidine triad protein E				phtE
1191	1313	Streptococcus pneumoniae	SRC323066	cell wall surface anchor family protein	UniProt	Q8DRK2	GRAM_POS_ANCHORING domain-containing protein				spr0075
1192	1314	Streptococcus pyogenes	SRC248897	fibronectin-binding protein	UniProt	Q99ZW2	CRISPR-associated endonuclease Cas9/Csn1				cas9
1193	1314	Streptococcus pyogenes	SRC280645	M5	UniProt	P0C0E1	Trigger factor				tig
1194	1305	Streptococcus sanguinis	SRC280074	60 kDa chaperonin	UniProt	A3CKI1	60 kDa chaperonin				groEL
1195	9823	Sus scrofa (pig)	SRC264724	zona pellucida sperm-binding protein	UniProt	Q07287	Zona pellucida sperm-binding protein 4				ZP4
1196	9823	Sus scrofa (pig)	SRC265962	Insulin	UniProt	P01315	Insulin				INS
1197	5875	Theileria parva	SRC268304	Hypothetical protein	UniProt	Q4N9Q8	CD8+ T cell target antigen Tp2				Tp2
1198	223337	Tobacco leaf curl Zimbabwe virus	SRC280519	C2	UniProt	Q91M89	Transcriptional activator protein				C2
1199	5811	Toxoplasma gondii	SRC1675	Tg2001	UniProt	A0A125YRV5	Rhoptry neck protein RON8				TGVEG_306060
1200	5722	Trichomonas vaginalis	SRC337199	glyceraldehyde 3-phosphate dehydrogenase	UniProt	A2DHT2	Glyceraldehyde-3-phosphate dehydrogenase				TVAG_146910
1201	5722	Trichomonas vaginalis	SRC337200	fructose-1,6-bisphosphate aldolase	UniProt	A2F6T1	Fructose-1,6-bisphosphate aldolase				TVAG_043170
1202	2678873	Trimerodytes annularis (ringed water snake)	SRC390667	phospholipase A2 inhibitor gamma	UniProt	I6PG79	Phospholipase A2 inhibitor gamma				
1203	4571	Triticum turgidum (cone wheat)	SRC265192	alpha-gliadin	UniProt	A0A0E3Z559	Alpha-gliadin				
1204	5693	Trypanosoma cruzi	SRC269190	elongation initiation factor 2	UniProt	Q4DH88	Translation initiation factor, putative				Tc00.1047053503955.70
1205	5693	Trypanosoma cruzi	SRC290728	haloacid dehalogenase-like hydrolase	UniProt	Q4D2M6	Haloacid dehalogenase-like hydrolase, putative				Tc00.1047053506931.10
1206	5693	Trypanosoma cruzi	SRC292632	trypomastigote small surface antigen	UniProt	Q4D3H3	Mucin TcMUCII, putative				Tc00.1047053507511.81
1207	5693	Trypanosoma cruzi	SRC298288	surface antigen 2	UniProt	Q4DGM0	Surface antigen 2 (CA-2), putative				Tc00.1047053511671.60
1208	5693	Trypanosoma cruzi	SRC7914	Cruzipain	UniProt	Q4DW03	Cysteine peptidase, putative				Tc00.1047053507603.260
1209	10245	Vaccinia virus (vaccinia virus VV)	SRC279959	Virion membrane protein A13	UniProt	P20990	Protein A13				OPG139
1210	10245	Vaccinia virus (vaccinia virus VV)	SRC279971	Protein A56	UniProt	P20978	Protein A56				OPG185
1211	10245	Vaccinia virus (vaccinia virus VV)	SRC279976	Core protein E11	UniProt	P68449	Protein E11				OPG073
1212	10245	Vaccinia virus (vaccinia virus VV)	SRC279986	Thymidylate kinase	UniProt	P68693	Thymidylate kinase				OPG178
1213	10245	Vaccinia virus (vaccinia virus VV)	SRC279995	Protein A52	UniProt	P21070	Protein A52				A52R
1214	10245	Vaccinia virus (vaccinia virus VV)	SRC279998	DNA-directed RNA polymerase 133 kDa polypeptide	UniProt	P68694	DNA-directed RNA polymerase 133 kDa polypeptide				OPG151
1215	10245	Vaccinia virus (vaccinia virus VV)	SRC279999	Telomere-binding protein I6	UniProt	P68463	Telomere-binding protein I6				OPG082
1216	10245	Vaccinia virus (vaccinia virus VV)	SRC280004	Protein A26	UniProt	P21114	Putative A-type inclusion protein				A26L
1217	10245	Vaccinia virus (vaccinia virus VV)	SRC280008	mRNA-capping enzyme catalytic subunit	UniProt	P20979	mRNA-capping enzyme catalytic subunit				OPG113
1218	10245	Vaccinia virus (vaccinia virus VV)	SRC280021	RNA helicase NPH-II	UniProt	P20502	RNA helicase NPH-II				OPG084
1219	10245	Vaccinia virus (vaccinia virus VV)	SRC280029	Protein L1	UniProt	P20540	Protein L1				OPG099
1220	10245	Vaccinia virus (vaccinia virus VV)	SRC280035	DNA-directed RNA polymerase 147 kDa polypeptide	UniProt	P20504	DNA-directed RNA polymerase 147 kDa polypeptide				OPG105
1221	10245	Vaccinia virus (vaccinia virus VV)	SRC280036	Pro-vaccinia growth factor	UniProt	P20494	Pro-vaccinia growth factor				OPG019
1222	10245	Vaccinia virus (vaccinia virus VV)	SRC280040	Viral late gene transcription factor 2	UniProt	P20982	Viral late gene transcription factor 2				OPG126
1223	10245	Vaccinia virus (vaccinia virus VV)	SRC280041	DNA polymerase	UniProt	P20509	DNA polymerase				OPG071
1224	10245	Vaccinia virus (vaccinia virus VV)	SRC280050	Protein O1	UniProt	P21093	Protein O1				OPG074
1225	10245	Vaccinia virus (vaccinia virus VV)	SRC280053	Truncated secreted TNF-receptor-like protein A53R	UniProt	P21071	Truncated secreted TNF-receptor-like protein A53				A53R
1226	10245	Vaccinia virus (vaccinia virus VV)	SRC280057	Serine/threonine-protein kinase 1	UniProt	P20505	B1 kinase				OPG187
1227	10245	Vaccinia virus (vaccinia virus VV)	SRC280061	Early transcription factor 82 kDa subunit	UniProt	P20635	Early transcription factor 82 kDa subunit				OPG133
1228	10245	Vaccinia virus (vaccinia virus VV)	SRC280100	Soluble interferon gamma receptor B8	UniProt	P21004	Soluble interferon gamma receptor B8				OPG193
1229	10245	Vaccinia virus (vaccinia virus VV)	SRC280107	Transcript termination protein A18	UniProt	P20534	Transcript termination protein A18				OPG145
1230	10245	Vaccinia virus (vaccinia virus VV)	SRC280113	Virion membrane protein A17 precursor	UniProt	P68592	Virion membrane protein A17 precursor				OPG144
1231	10245	Vaccinia virus (vaccinia virus VV)	SRC280120	Plaque-size/host range protein	UniProt	P21115	Protein B5				OPG190
1232	10245	Vaccinia virus (vaccinia virus VV)	SRC280127	DNA-directed RNA polymerase 35 kDa subunit	UniProt	P21087	DNA-directed RNA polymerase 35 kDa subunit				OPG156
1233	10245	Vaccinia virus (vaccinia virus VV)	SRC280131	Protein E8	UniProt	P21049	Protein E8				OPG070
1234	10245	Vaccinia virus (vaccinia virus VV)	SRC280135	Protein A46	UniProt	P21066	Protein A46				OPG176
1235	10245	Vaccinia virus (vaccinia virus VV)	SRC280139	DNA-directed RNA polymerase 30 kDa polypeptide	UniProt	P21082	DNA-directed RNA polymerase 30 kDa polypeptide				OPG066
1236	10245	Vaccinia virus (vaccinia virus VV)	SRC280140	Protein A33	UniProt	P68616	Protein A33				OPG161
1237	10245	Vaccinia virus (vaccinia virus VV)	SRC280149	Protein A34	UniProt	P21057	Protein A34				OPG162
1238	10245	Vaccinia virus (vaccinia virus VV)	SRC280151	Ribonucleoside-diphosphate reductase large subunit	UniProt	P20503	Ribonucleoside-diphosphate reductase large subunit				OPG080
1239	10245	Vaccinia virus (vaccinia virus VV)	SRC280153	Kelch repeat protein C2	UniProt	P21037	Kelch repeat protein C2				C2L
1240	10245	Vaccinia virus (vaccinia virus VV)	SRC280159	Semaphorin-like protein A39	UniProt	P21062	Semaphorin-like protein A39				A39R
1241	10245	Vaccinia virus (vaccinia virus VV)	SRC280161	Viral late gene transcription factor 3	UniProt	P68318	Viral late gene transcription factor 3				OPG127
1242	10245	Vaccinia virus (vaccinia virus VV)	SRC280179	Interleukin-1-binding protein	UniProt	P21116	Truncated interleukin-1-binding protein				B16R
1243	10245	Vaccinia virus (vaccinia virus VV)	SRC280180	Protein G3	UniProt	P68459	Protein G3				OPG086
1244	10245	Vaccinia virus (vaccinia virus VV)	SRC280186	25 kDa core protein A12L	UniProt	P20989	25 kDa core protein A12L				OPG138
1245	10245	Vaccinia virus (vaccinia virus VV)	SRC280194	Major core protein 4a precursor	UniProt	P20642	Major core protein 4a precursor				OPG136
1246	10245	Vaccinia virus (vaccinia virus VV)	SRC280205	DNA polymerase processivity factor component A20	UniProt	P20995	DNA polymerase processivity factor component A20				OPG148
1247	10245	Vaccinia virus (vaccinia virus VV)	SRC280208	Uncharacterized protein G6	UniProt	P21027	Uncharacterized protein G6				OPG091
1248	10245	Vaccinia virus (vaccinia virus VV)	SRC280212	Protein A41	UniProt	P21064	Protein A41				OPG170
1249	10245	Vaccinia virus (vaccinia virus VV)	SRC280214	Myristoylated protein G9	UniProt	P21030	Myristoylated protein G9				OPG094
1250	10245	Vaccinia virus (vaccinia virus VV)	SRC280229	Protein A40	UniProt	P21063	Protein A40				A40R
1251	10245	Vaccinia virus (vaccinia virus VV)	SRC280234	Protein A35	UniProt	P21058	Protein A35				OPG163
1252	10245	Vaccinia virus (vaccinia virus VV)	SRC280242	Profilin	UniProt	P68695	Profilin				OPG171
1253	10245	Vaccinia virus (vaccinia virus VV)	SRC280257	Protein B9	UniProt	P21005	Protein B9				OPG197
1254	10245	Vaccinia virus (vaccinia virus VV)	SRC280261	Serine proteinase inhibitor 1	UniProt	P20531	Serine proteinase inhibitor 1				OPG205
1255	10245	Vaccinia virus (vaccinia virus VV)	SRC280269	Late transcription factor 1	UniProt	P68612	Late transcription factor 1				OPG093
1256	10245	Vaccinia virus (vaccinia virus VV)	SRC280270	Protein A30	UniProt	P68595	Protein A30				OPG157
1257	10245	Vaccinia virus (vaccinia virus VV)	SRC280276	Protein K2	UniProt	P20532	Protein K2				OPG040
1258	10245	Vaccinia virus (vaccinia virus VV)	SRC280280	Virion membrane protein A21	UniProt	P20996	Virion membrane protein A21				OPG147
1259	10245	Vaccinia virus (vaccinia virus VV)	SRC40031	Hypothetical 13.6 kDa HINDIII-C protein	UniProt	P21010	Primase D5				OPG117
1260	10245	Vaccinia virus (vaccinia virus VV)	SRC549096	VACAC2_210	UniProt	P21075	Protein B17				B17L
1261	10255	Variola virus (smallpox virus)	SRC282498	kelch-like protein	UniProt	P0DSS9	Ankyrin repeat protein B4				OPG189
1262	10255	Variola virus (smallpox virus)	SRC282499	glycoprotein	UniProt	P0DSS5	Putative nuclease G5				OPG089
1263	11036	Venezuelan equine encephalitis virus (Venezuelan equine encephalitis VEE)	SRC2874	Structural polyprotein	UniProt	P09592	Structural polyprotein				
1264	666	Vibrio cholerae	SRC280028	Cholera enterotoxin subunit B	UniProt	P01556	Cholera enterotoxin subunit B				ctxB
1265	2169971	Visna-maedi virus (Maedi visna virus)	SRC279962	gag protein	UniProt	Q88987	Gag protein				gag
1266	74537	Vladivostok virus	SRC276218	Nucleocapsid protein	UniProt	A0A077D137	Nucleoprotein				
1267	9627	Vulpes vulpes (silver fox)	SRC252165	L-lactate dehydrogenase C chain	UniProt	Q29563	L-lactate dehydrogenase C chain				LDHC
1268	11039	Western equine encephalitis virus	SRC265363	E2 protein	UniProt	P13897	Structural polyprotein				
1269	10432	Woodchuck hepatitis virus 7	SRC280111	Large envelope protein	UniProt	P12909	Large envelope protein				S
1270	11089	Yellow fever virus (Flavivirus febricis)	SRC279989	Genome polyprotein	UniProt	P03314	Genome polyprotein				
1271	630	Yersinia enterocolitica	SRC280371	60 kDa chaperonin	UniProt	A1JIP3	60 kDa chaperonin				groEL
1272	630	Yersinia enterocolitica	SRC447503	GNAT family N-acetyltransferase	UniProt	A1JNW0	Acetyltransferase (GNAT) family protein				YE3194
1273	632	Yersinia pestis	SRC280206	Hypothetical	UniProt	P0C7U7	Virulence-associated V antigen				lcrV
1274	64320	Zika virus	SRC432859	non-structural protein 1 (NS1)	UniProt	Q32ZE1	Genome polyprotein				
1275	9615	Canis lupus familiaris (dogs)	SRC246113	Immunoglobulin	ARC	ab	Immunoglobulin chain				
1276	9606	Homo sapiens (human)	SRC14810	HLA class II histocompatibility antigen, DRB1 beta chain	ARC	mhc	Major Histocompatibility Complex chain				
1277	9606	Homo sapiens (human)	SRC241645	Ig heavy chain CDR3 region	ARC	ab	Immunoglobulin chain				
1278	9606	Homo sapiens (human)	SRC241949	MHC HLA-DR gamma chain	ARC	mhc	Major Histocompatibility Complex chain				
1279	9606	Homo sapiens (human)	SRC241951	MHC class I antigen	ARC	mhc	Major Histocompatibility Complex chain				
1280	9606	Homo sapiens (human)	SRC241953	MHC class II antigen	ARC	mhc	Major Histocompatibility Complex chain				
1281	9606	Homo sapiens (human)	SRC243797	Immunoglobulin heavy chain	ARC	ab	Immunoglobulin chain				
1282	9606	Homo sapiens (human)	SRC245246	VkIII myeloma protein Gun	ARC	ab	Immunoglobulin chain				
1283	9606	Homo sapiens (human)	SRC245248	IgM lambda light chain	ARC	ab	Immunoglobulin chain				
1284	9606	Homo sapiens (human)	SRC245847	T-cell receptor alpha chain	ARC	tcr	T cell receptor chain				
1285	9606	Homo sapiens (human)	SRC245848	T-cell receptor beta chain; TCR	ARC	tcr	T cell receptor chain				
1286	9606	Homo sapiens (human)	SRC247548	Fab light chain	ARC	ab	Immunoglobulin chain				
1287	9606	Homo sapiens (human)	SRC247549	Fab heavy chain	ARC	ab	Immunoglobulin chain				
1288	9606	Homo sapiens (human)	SRC248980	Immunoglobulin chain	ARC	ab	Immunoglobulin chain				
1289	9606	Homo sapiens (human)	SRC280779	immunoglobulin lambda chain variable region	ARC	ab	Immunoglobulin chain				
1290	9606	Homo sapiens (human)	SRC370989	alternatively spliced Insulin	ARC	ab	Immunoglobulin chain				
1291	9606	Homo sapiens (human)	SRC40050	V_segment translation product	ARC	tcr	T cell receptor chain				
1292	9606	Homo sapiens (human)	SRC505873	HLA class I A2	ARC	mhc	Major Histocompatibility Complex chain				
1293	9606	Homo sapiens (human)	SRC533442	Immunoglobulin light chain	ARC	ab	Immunoglobulin chain				
1294	10090	Mus musculus (mouse)	SRC245247	T cell receptor beta chain	ARC	tcr	T cell receptor chain				
1295	10090	Mus musculus (mouse)	SRC245249	immunoglobulin tau heavy chain	ARC	ab	Immunoglobulin chain				
1296	10090	Mus musculus (mouse)	SRC245363	immunoglobulin light chain variable region	ARC	ab	Immunoglobulin chain				
1297	10090	Mus musculus (mouse)	SRC246036	Gammaglobulin	ARC	ab	Immunoglobulin chain				
1298	10090	Mus musculus (mouse)	SRC246114	T cell receptor alpha chain	ARC	tcr	T cell receptor chain				
1299	10090	Mus musculus (mouse)	SRC247577	Ig G anti-DNA autoantibody	ARC	ab	Immunoglobulin chain				
1300	10090	Mus musculus (mouse)	SRC248981	Immunoglobulin chain	ARC	ab	Immunoglobulin chain				
1301	10090	Mus musculus (mouse)	SRC253557	MHC class II antigen A beta	ARC	mhc	Major Histocompatibility Complex chain				
1302	10090	Mus musculus (mouse)	SRC254230	minor histocompatibility antigen H7	ARC	mhc	Major Histocompatibility Complex chain				
1303	10090	Mus musculus (mouse)	SRC245240	Immunoglobulin domain variable region (v)	ARC	ab	Immunoglobulin chain				
1304	10090	Mus musculus (mouse)	SRC298338	class I major histocompatibility antigen H-2Kb	ARC	mhc	Major Histocompatibility Complex chain				
1305	10090	Mus musculus (mouse)	SRC313754	immunoglobulin heavy chain variable region	ARC	ab	Immunoglobulin chain				
1306	9986	Oryctolagus cuniculus (rabbit)	SRC250637	Immunoglobulin chain	ARC	ab	Immunoglobulin chain				
1307	9402	Pteropus alecto (black flying fox)	SRC516267	Ptal-N*01:01	ARC	mhc	Major Histocompatibility Complex chain				
1308	10116	Rattus norvegicus (brown rat)	SRC246335	T-cell receptor beta chain	ARC	tcr	T cell receptor chain				
1309	10116	Rattus norvegicus (brown rat)	SRC261449	TCR alpha-chain	ARC	tcr	T cell receptor chain				
1310	3702	Arabidopsis thaliana (mouse-ear cress)	SRC292628	Tetratricopeptide repeat thioredoxin-like 2	UniProt	F4IXE4	TPR repeat-containing thioredoxin TTL2				TTL2
1311	6973	Blattella germanica (German cockroach)	SRC323161	enolase	UniProt	A0A2P8XEV7	2-phospho-D-glycerate hydro-lyase				ENO_0
1312	6973	Blattella germanica (German cockroach)	SRC323162	GroEL-like chaperonin	UniProt	A0A2P8YHT8	60 kDa heat shock protein				Hsp60
1313	6973	Blattella germanica (German cockroach)	SRC323163	NCRA1	UniProt	A0A2P8XY84	Vitellogenin domain-containing protein				C0J52_15443
1314	6973	Blattella germanica (German cockroach)	SRC323167	NCRA13	UniProt	A0A2P8Z3A9	transferrin				TRF
1315	6973	Blattella germanica (German cockroach)	SRC323172	NCRA3	UniProt	A0A2P8Z2P4	15-hydroxyprostaglandin dehydrogenase [NAD(+)]				HPGD
1316	6973	Blattella germanica (German cockroach)	SRC323173	NCRA4	UniProt	A0A2P8YR56	Apolipophorin				APLP
1317	329091	Cupressus torulosa	SRC245028	allergen			Cup s 1 pollen allergen			IUIS 254 (Q9M4S3) not in correct species	
1318	7955	Danio rerio (leopard danio)	SRC279657	non-POU domain containing, octamer-binding	UniProt	Q802Z5	Non-POU domain-containing, octamer-binding				wu:fb40d10
1319	15957	Phleum pratense (timothy grass)	SRC251510	Phl p 3 allergen	IUIS	1013	Phl p 3 allergen				
1320	6182	Schistosoma japonicum	SRC536328	SJCHGC06871 protein	UniProt	A0A4Z2D6V9	Annexin A10				EWB00_003895
1321	3645	Bertholletia excelsa (Brazil nut)	SRC268312	2S sulfur-rich seed storage protein 1	IUIS	127	2S sulfur-rich seed storage protein 1				
1322	6182	Schistosoma japonicum	SRC536333	micro exon gene 15	UniProt	A0A4Z2D0E9	Uncharacterized Protein				EWB00_005888
1323	6182	Schistosoma japonicum	SRC536347	micro exon gene 8.3 C	UniProt	A0A4Z2CTZ7	Uncharacterized Protein				EWB00_007523
1324	6182	Schistosoma japonicum	SRC536355	25 kDa integral membrane protein isoform 2	UniProt	A0A4Z2CQU9	25 kDa integral membrane protein isoform 2				EWB00_008283
1325	6182	Schistosoma japonicum	SRC536356	SJCHGC01839 protein	UniProt	A0A4Z2DJK0	GLIPR1-like protein isoform 2				EWB00_000341
1326	5693	Trypanosoma cruzi	SRC7944	B13 antigen	UniProt	Q4DGM0	Surface antigen 2 (CA-2), putative				Tc00.1047053511671.60
1327	10245	Vaccinia virus (vaccinia virus VV)	SRC293727	DNA helicase	UniProt	P20534	Transcript termination protein A18				OPG145
1328	1281454	Rodent hepacivirus	SRC537113	Envelope glycoprotein E1	UniProt	A0A247ZNN0	Envelope glycoprotein E1				
1329	9606	Homo sapiens (human)	SRC248015	myosin 7	UniProt	P12883	Myosin-7				MYH7
1330	6956	Dermatophagoides pteronyssinus (European house dust mite)	SRC343994	serine protease	IUIS	303	Der p 9				
1331	6956	Dermatophagoides pteronyssinus (European house dust mite)	SRC343995	LytFM	IUIS	949	Der p 38				
1332	9031	Gallus gallus (chicken)	SRC245864	gamma globulin	ARC	ab	Immunoglobulin chain				
1333	10090	Mus musculus (mouse)	SRC378890	band 3 anion transport protein	UniProt	P04919	Band 3 anion transport protein				Slc4a1
1334	9606	Homo sapiens (human)	SRC454731	tissue transglutaminase	UniProt	P21980	Protein-glutamine gamma-glutamyltransferase 2				TGM2
1335	9606	Homo sapiens (human)	SRC594506	Prostate-specific antigen	UniProt	P07288	Prostate-specific antigen				KLK3
1336	9606	Homo sapiens (human)	SRC602011	prostate stem cell antigen	UniProt	O43653	Prostate stem cell antigen				PSCA
1337	9606	Homo sapiens (human)	SRC594498	Prostatic acid phosphatase	UniProt	P15309	Prostatic acid phosphatase				ACP3
1338	9606	Homo sapiens (human)	SRC566370	Transmembrane, prostate androgen induced RNA	UniProt	Q969W9	Protein TMEPAI				PMEPA1
1339	3988	Ricinus communis (castor bean)	SRC280387	ricin A chain	UniProt	B9T8T0	Ribosome-inactivating protein				RCOM_2159910
1340	10090	Mus musculus (mouse)	SRC254279	histocompatibility 47	UniProt	Q9BCZ4	Selenoprotein S				Selenos
1341	9606	Homo sapiens (human)	SRC567668	Myosin 11	UniProt	P35749	Myosin-11				MYH11
1342	9606	Homo sapiens (human)	SRC547807	Calreticulin	UniProt	P27797	Calreticulin				CALR
1343	9606	Homo sapiens (human)	SRC594508	Glutamate carboxypeptidase 2	UniProt	Q04609	Glutamate carboxypeptidase 2				FOLH1
1344	9606	Homo sapiens (human)	SRC602010	HCG2044781	UniProt	I3L0A0	HCG2044781				PEDS1-UBE2V1
1345	9606	Homo sapiens (human)	SRC594720	Transient receptor potential cation channel subfamily M member 8	UniProt	Q7Z2W7	Transient receptor potential cation channel subfamily M member 8				TRPM8
1346	9606	Homo sapiens (human)	SRC594507	Kallikrein-2	UniProt	P20151	Kallikrein-2				KLK2
1347	9606	Homo sapiens (human)	SRC594499	Lysosomal acid phosphatase	UniProt	P11117	Lysosomal acid phosphatase				ACP2
1348	9606	Homo sapiens (human)	SRC594736	Serine/threonine-protein kinase 36	UniProt	Q9NRP7	Serine/threonine-protein kinase 36				STK36
1349	9606	Homo sapiens (human)	SRC602008	Serine/threonine-protein kinase WNK2C	UniProt	Q9Y3S1	Serine/threonine-protein kinase WNK2				WNK2
